mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
261	261	261	261a	2085/2	2085/2	2.0	1/2	1/2	2/2	13	1	1/2			1/2	1	1	-4	68	Ab4	4	7873
261	261	261	261a	6257/6	6257/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		0	48	C3	3	7880
261	261	261	261a	6259/6	6259/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	7881
261	261	261	261a	2087/2	2087/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7882
261	261	261	261a	6263/6	6263/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7883
261	261	261	261a	6265/6	6265/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7884
262	262	262	262a	2089/2	2089/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		-1	65	F4	4	7894
262	262	262	262a	2089/2	2089/2	1.0	0	0	2/2	13	1	1/4			1/4	1	-1	-4	68	Ab4	4	7890
262	262	262	262a	6269/6	6269/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7895
262	262	262	262a	6271/6	6271/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		-2	58	Bb3	3	7896
262	262	262	262a	2091/2	2091/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7897
262	262	262	262a	2091/2	2091/2	1.0	1/4	1/4	2/2	13	1	1/4			1/4	1		-1	65	F4	4	7891
262	262	262	262a	6275/6	6275/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	7898
262	262	262	262a	6277/6	6277/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		0	48	C3	3	7899
262	262	262	262a	2093/2	2093/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		-3	39	Eb2	2	7900
262	262	262	262a	2093/2	2093/2	1.0	1/2	1/2	2/2	13	1	1/4			1/4	1		1	67	G4	4	7892
262	262	262	262a	6281/6	6281/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		0	48	C3	3	7901
262	262	262	262a	6283/6	6283/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	7902
262	262	262	262a	2095/2	2095/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7903
262	262	262	262a	2095/2	2095/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-4	68	Ab4	4	7893
262	262	262	262a	6287/6	6287/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7904
262	262	262	262a	6289/6	6289/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		1	67	G4	4	7905
263	263	263	263a	2097/2	2097/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		2	38	D2	2	7910
263	263	263	263a	2097/2	2097/2	1.0	0	0	2/2	13	2	1/4			1/4	1	1	-1	65	F4	4	7908
263	263	263	263a	2097/2	2097/2	3.0	0	0	2/2	13	1	3/4			1/2	3/2		-2	70	Bb4	4	7906
263	263	263	263a	6293/6	6293/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		-2	46	Bb2	2	7911
263	263	263	263a	6295/6	6295/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	7912
263	263	263	263a	2099/2	2099/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		-2	58	Bb3	3	7913
263	263	263	263a	2099/2	2099/2	0.3333333333333333	1/4	1/4	2/2	13	2	1/12			1/8	2/3	-1	-1	65	F4	4	7909
263	263	263	263a	6299/6	6299/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7914
263	263	263	263a	6301/6	6301/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		-2	58	Bb3	3	7915
263	263	263	263a	2101/2	2101/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		-1	65	F4	4	7916
263	263	263	263a	6305/6	6305/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		-2	58	Bb3	3	7917
263	263	263	263a	6307/6	6307/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7918
263	263	263	263a	2103/2	2103/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	7919
263	263	263	263a	2103/2	2103/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-1	65	F4	4	7907
263	263	263	263a	2103/2	2103/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-4	68	Ab4	4	7907
263	263	263	263a	6311/6	6311/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		0	48	C3	3	7920
263	263	263	263a	6313/6	6313/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		-2	46	Bb2	2	7921
264	264	264	264a	2105/2	2105/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		-3	39	Eb2	2	7925
264	264	264	264a	2105/2	2105/2	1.0	0	0	2/2	13	1	1/4			1/4	1		-3	63	Eb4	4	7922
264	264	264	264a	2105/2	2105/2	1.0	0	0	2/2	13	1	1/4			1/4	1		1	67	G4	4	7922
264	264	264	264a	6317/6	6317/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		-2	46	Bb2	2	7926
264	264	264	264a	6319/6	6319/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	7927
264	264	264	264a	2107/2	2107/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7928
264	264	264	264a	2107/2	2107/2	1.0	1/4	1/4	2/2	13	1	1/4			1/4	1		-4	68	Ab4	4	7923
264	264	264	264a	6323/6	6323/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		-2	58	Bb3	3	7929
264	264	264	264a	6325/6	6325/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7930
264	264	264	264a	2109/2	2109/2	0.5	1/2	1/2	2/2	14	2	1/8			1/8	1		-2	58	Bb3	3	7937
264	264	264	264a	2109/2	2109/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		1	67	G4	4	7931
264	264	264	264a	2109/2	2109/2	2.0	1/2	1/2	2/2	13	1	1/2			1/2	1	1	1	67	G4	4	7924
264	264	264	264a	2109/2	2109/2	2.0	1/2	1/2	2/2	13	1	1/2			1/2	1	1	-2	70	Bb4	4	7924
264	264	264	264a	6329/6	6329/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7932
264	264	264	264a	6331/6	6331/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		-2	58	Bb3	3	7933
264	264	264	264a	2111/2	2111/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	7934
264	264	264	264a	6335/6	6335/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		-3	51	Eb3	3	7935
264	264	264	264a	6337/6	6337/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		-2	46	Bb2	2	7936
265	265	265	265a	2113/2	2113/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		-3	39	Eb2	2	7941
265	265	265	265a	2113/2	2113/2	1.0	0	0	2/2	13	1	1/4			1/4	1	-1	1	67	G4	4	7938
265	265	265	265a	2113/2	2113/2	1.0	0	0	2/2	13	1	1/4			1/4	1	-1	-2	70	Bb4	4	7938
265	265	265	265a	6341/6	6341/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		-3	51	Eb3	3	7942
265	265	265	265a	6343/6	6343/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	7943
265	265	265	265a	2115/2	2115/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		5	59	B3	3	7944
265	265	265	265a	2115/2	2115/2	0.5	1/4	1/4	2/2	14	2	1/8			1/8	1		-5	61	Db4	4	7953
265	265	265	265a	2115/2	2115/2	1.0	1/4	1/4	2/2	13	1	1/4			1/4	1		5	71	B4	4	7939
265	265	265	265a	6347/6	6347/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7945
265	265	265	265a	6349/6	6349/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		1	67	G4	4	7946
265	265	265	265a	2117/2	2117/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		-4	32	Ab1	1	7947
265	265	265	265a	2117/2	2117/2	2.0	1/2	1/2	2/2	13	1	1/2			1/2	1		0	60	C4	4	7940
265	265	265	265a	2117/2	2117/2	2.0	1/2	1/2	2/2	13	1	1/2			1/2	1		-3	63	Eb4	4	7940
265	265	265	265a	2117/2	2117/2	2.0	1/2	1/2	2/2	13	1	1/2			1/2	1		-4	68	Ab4	4	7940
265	265	265	265a	2117/2	2117/2	2.0	1/2	1/2	2/2	13	1	1/2			1/2	1	1	0	72	C5	5	7940
265	265	265	265a	6353/6	6353/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		-4	44	Ab2	2	7948
265	265	265	265a	6355/6	6355/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		-3	51	Eb3	3	7949
265	265	265	265a	2119/2	2119/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7950
265	265	265	265a	6359/6	6359/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7951
265	265	265	265a	6361/6	6361/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7952
266	266	266	266a	2121/2	2121/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		-4	68	Ab4	4	7959
266	266	266	266a	2121/2	2121/2	1.0	0	0	2/2	13	1	1/4			1/4	1	-1	0	72	C5	5	7954
266	266	266	266a	6365/6	6365/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7960
266	266	266	266a	6367/6	6367/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		-5	61	Db4	4	7961
266	266	266	266a	2123/2	2123/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7962
266	266	266	266a	2123/2	2123/2	1.0	1/4	1/4	2/2	13	1	1/4			1/4	1		-3	63	Eb4	4	7955
266	266	266	266a	2123/2	2123/2	1.0	1/4	1/4	2/2	13	1	1/4			1/4	1		-4	68	Ab4	4	7955
266	266	266	266a	6371/6	6371/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	7963
266	266	266	266a	6373/6	6373/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		-3	51	Eb3	3	7964
266	266	266	266a	2125/2	2125/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		-3	39	Eb2	2	7965
266	266	266	266a	2125/2	2125/2	2.0	1/2	1/2	2/2	13	2	1/2			1/2	1		-2	58	Bb3	3	7958
266	266	266	266a	2125/2	2125/2	2.0	1/2	1/2	2/2	13	2	1/2			1/2	1		-3	63	Eb4	4	7958
266	266	266	266a	2125/2	2125/2	2.0	1/2	1/2	2/2	13	2	1/2			1/2	1		1	67	G4	4	7958
266	266	266	266a	2125/2	2125/2	1.0	1/2	1/2	2/2	13	1	1/4			1/4	1		-2	70	Bb4	4	7956
266	266	266	266a	6377/6	6377/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		-3	51	Eb3	3	7966
266	266	266	266a	6379/6	6379/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	7967
266	266	266	266a	2127/2	2127/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7968
266	266	266	266a	2127/2	2127/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		0	72	C5	5	7957
266	266	266	266a	6383/6	6383/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7969
266	266	266	266a	6385/6	6385/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		1	67	G4	4	7970
267	267	267	267a	2129/2	2129/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		-1	41	F2	2	7974
267	267	267	267a	2129/2	2129/2	2.0	0	0	2/2	13	1	1/2			1/2	1		2	62	D4	4	7971
267	267	267	267a	2129/2	2129/2	2.0	0	0	2/2	13	1	1/2			1/2	1		-1	65	F4	4	7971
267	267	267	267a	2129/2	2129/2	2.0	0	0	2/2	13	1	1/2			1/2	1		-4	68	Ab4	4	7971
267	267	267	267a	2129/2	2129/2	2.0	0	0	2/2	13	1	1/2			1/2	1	1	2	74	D5	5	7971
267	267	267	267a	6389/6	6389/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		2	50	D3	3	7975
267	267	267	267a	6391/6	6391/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	7976
267	267	267	267a	2131/2	2131/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	7977
267	267	267	267a	6395/6	6395/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7978
267	267	267	267a	6397/6	6397/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		2	62	D4	4	7979
267	267	267	267a	2133/2	2133/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		-4	68	Ab4	4	7980
267	267	267	267a	2133/2	2133/2	1.0	1/2	1/2	2/2	13	1	1/4			1/4	1	-1	2	74	D5	5	7972
267	267	267	267a	6401/6	6401/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7981
267	267	267	267a	6403/6	6403/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		2	62	D4	4	7982
267	267	267	267a	2135/2	2135/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7983
267	267	267	267a	2135/2	2135/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-1	65	F4	4	7973
267	267	267	267a	2135/2	2135/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		0	72	C5	5	7973
267	267	267	267a	6407/6	6407/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		-3	51	Eb3	3	7984
267	267	267	267a	6409/6	6409/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		2	50	D3	3	7985
268	268	268	268a	2137/2	2137/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		1	43	G2	2	7992
268	268	268	268a	2137/2	2137/2	1.0	0	0	2/2	13	1	1/4			1/4	1		5	59	B3	3	7986
268	268	268	268a	2137/2	2137/2	2.0	0	0	2/2	13	2	1/2			1/2	1		-1	65	F4	4	7990
268	268	268	268a	2137/2	2137/2	2.0	0	0	2/2	13	2	1/2			1/2	1		1	67	G4	4	7990
268	268	268	268a	2137/2	2137/2	1.0	0	0	2/2	13	1	1/4			1/4	1		5	71	B4	4	7986
268	268	268	268a	6413/6	6413/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		2	50	D3	3	7993
268	268	268	268a	6415/6	6415/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	7994
268	268	268	268a	2139/2	2139/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		0	60	C4	4	7995
268	268	268	268a	2139/2	2139/2	1.0	1/4	1/4	2/2	13	1	1/4			1/4	1		0	72	C5	5	7987
268	268	268	268a	6419/6	6419/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		-1	65	F4	4	7996
268	268	268	268a	6421/6	6421/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	7997
268	268	268	268a	2141/2	2141/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		5	59	B3	3	7998
268	268	268	268a	2141/2	2141/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		2	62	D4	4	7998
268	268	268	268a	2141/2	2141/2	2.0	1/2	1/2	2/2	13	2	1/2			1/2	1		-1	65	F4	4	7991
268	268	268	268a	2141/2	2141/2	2.0	1/2	1/2	2/2	13	2	1/2			1/2	1		1	67	G4	4	7991
268	268	268	268a	2141/2	2141/2	2.0	1/2	1/2	2/2	15	1	1/2			1/2	1		1	67	G4	4	8004
268	268	268	268a	2141/2	2141/2	2.0	1/2	1/2	2/2	16	1	1/2			1/2	1		1	67	G4	4	8005
268	268	268	268a	2141/2	2141/2	1.0	1/2	1/2	2/2	13	1	1/4			1/4	1		2	74	D5	5	7988
268	268	268	268a	6425/6	6425/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	7999
268	268	268	268a	6427/6	6427/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	8000
268	268	268	268a	2143/2	2143/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		5	59	B3	3	8001
268	268	268	268a	2143/2	2143/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		-3	63	Eb4	4	8001
268	268	268	268a	2143/2	2143/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-3	75	Eb5	5	7989
268	268	268	268a	6431/6	6431/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	8002
268	268	268	268a	6433/6	6433/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	8003
269	269	269	269a	2145/2	2145/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		-5	37	Db2	2	8013
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	20	1	1			1	1		-5	37	Db2	2	8031
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	5	2	1			1	1		-5	49	Db3	3	8008
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	18	1	1			1	1		-5	49	Db3	3	8030
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	5	1	1			1	1	1	-4	56	Ab3	3	8007
269	269	269	269a	2145/2	2145/2	2.0	0	0	2/2	17	1	1/2		1/2_r16_0	1/2	1		5	59	B3	3	8028
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	3	1	1			1	1	1	5	59	B3	3	8006
269	269	269	269a	2145/2	2145/2	2.0	0	0	2/2	17	1	1/2		1/2_r16_0	1/2	1		-1	65	F4	4	8028
269	269	269	269a	2145/2	2145/2	3.0	0	0	2/2	13	1	3/4			1/2	3/2		-1	65	F4	4	8009
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	3	1	1			1	1	1	-1	65	F4	4	8006
269	269	269	269a	2145/2	2145/2	3.0	0	0	2/2	13	2	3/4			1/2	3/2		-4	68	Ab4	4	8011
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	15	1	1			1	1	1	-4	68	Ab4	4	8026
269	269	269	269a	2145/2	2145/2	4.0	0	0	2/2	16	1	1			1	1	1	-4	68	Ab4	4	8027
269	269	269	269a	2145/2	2145/2	3.0	0	0	2/2	13	2	3/4			1/2	3/2		5	71	B4	4	8011
269	269	269	269a	2145/2	2145/2	3.0	0	0	2/2	13	1	3/4			1/2	3/2		-1	77	F5	5	8009
269	269	269	269a	6437/6	6437/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		5	47	B2	2	8014
269	269	269	269a	6439/6	6439/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	8015
269	269	269	269a	2147/2	2147/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	8016
269	269	269	269a	6443/6	6443/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		5	59	B3	3	8017
269	269	269	269a	6445/6	6445/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	8018
269	269	269	269a	2149/2	2149/2	2.0	1/2	1/2	2/2	17	1	1/2		1/2_r16_0	1/2	1		5	59	B3	3	8029
269	269	269	269a	2149/2	2149/2	2.0	1/2	1/2	2/2	17	1	1/2		1/2_r16_0	1/2	1		-1	65	F4	4	8029
269	269	269	269a	2149/2	2149/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		-4	68	Ab4	4	8019
269	269	269	269a	2149/2	2149/2	1.0	1/2	1/2	2/2	14	3	1/4			1/4	1		-4	68	Ab4	4	8025
269	269	269	269a	6449/6	6449/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		5	59	B3	3	8020
269	269	269	269a	6451/6	6451/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	8021
269	269	269	269a	2151/2	2151/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	8022
269	269	269	269a	2151/2	2151/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-3	63	Eb4	4	8010
269	269	269	269a	2151/2	2151/2	1.0	3/4	3/4	2/2	13	2	1/4			1/4	1		-4	68	Ab4	4	8012
269	269	269	269a	2151/2	2151/2	1.0	3/4	3/4	2/2	13	2	1/4			1/4	1		5	71	B4	4	8012
269	269	269	269a	2151/2	2151/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-3	75	Eb5	5	8010
269	269	269	269a	6455/6	6455/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		5	47	B2	2	8023
269	269	269	269a	6457/6	6457/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		-5	37	Db2	2	8024
270	270	270	270a	2153/2	2153/2	0.3333333333333333	0	0	2/2	14	1	1/12			1/8	2/3		2	38	D2	2	8041
270	270	270	270a	2153/2	2153/2	4.0	0	0	2/2	20	1	1			1	1		2	38	D2	2	8061
270	270	270	270a	2153/2	2153/2	4.0	0	0	2/2	5	2	1			1	1		2	50	D3	3	8035
270	270	270	270a	2153/2	2153/2	4.0	0	0	2/2	18	1	1			1	1		2	50	D3	3	8060
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	5	1	1/2			1/2	1	-1	-4	56	Ab3	3	8033
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	17	1	1/2		1/2_r16_0	1/2	1		5	59	B3	3	8058
270	270	270	270a	2153/2	2153/2	4.0	0	0	2/2	3	1	1			1	1	-1	5	59	B3	3	8032
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	13	1	1/2			1/2	1		2	62	D4	4	8036
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	17	1	1/2		1/2_r16_0	1/2	1		-1	65	F4	4	8058
270	270	270	270a	2153/2	2153/2	4.0	0	0	2/2	3	1	1			1	1	-1	-1	65	F4	4	8032
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	13	2	1/2			1/2	1		-4	68	Ab4	4	8039
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	15	1	1/2			1/2	1	-1	-4	68	Ab4	4	8054
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	16	1	1/2			1/2	1	-1	-4	68	Ab4	4	8056
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	13	2	1/2			1/2	1		5	71	B4	4	8039
270	270	270	270a	2153/2	2153/2	2.0	0	0	2/2	13	1	1/2			1/2	1		2	74	D5	5	8036
270	270	270	270a	6461/6	6461/6	0.3333333333333333	1/12	1/12	2/2	14	1	1/12			1/8	2/3		5	47	B2	2	8042
270	270	270	270a	6463/6	6463/6	0.3333333333333333	1/6	1/6	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	8043
270	270	270	270a	2155/2	2155/2	0.3333333333333333	1/4	1/4	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	8044
270	270	270	270a	6467/6	6467/6	0.3333333333333333	1/3	1/3	2/2	14	1	1/12			1/8	2/3		5	59	B3	3	8045
270	270	270	270a	6469/6	6469/6	0.3333333333333333	5/12	5/12	2/2	14	1	1/12			1/8	2/3		-4	56	Ab3	3	8046
270	270	270	270a	2157/2	2157/2	2.0	1/2	1/2	2/2	5	1	1/2			1/2	1		1	55	G3	3	8034
270	270	270	270a	2157/2	2157/2	2.0	1/2	1/2	2/2	17	1	1/2		1/2_r16_0	1/2	1		5	59	B3	3	8059
270	270	270	270a	2157/2	2157/2	1.0	1/2	1/2	2/2	13	1	1/4			1/4	1		-3	63	Eb4	4	8037
270	270	270	270a	2157/2	2157/2	2.0	1/2	1/2	2/2	17	1	1/2		1/2_r16_0	1/2	1		-1	65	F4	4	8059
270	270	270	270a	2157/2	2157/2	0.3333333333333333	1/2	1/2	2/2	14	1	1/12			1/8	2/3		1	67	G4	4	8047
270	270	270	270a	2157/2	2157/2	1.0	1/2	1/2	2/2	14	3	1/4			1/4	1		1	67	G4	4	8053
270	270	270	270a	2157/2	2157/2	2.0	1/2	1/2	2/2	15	1	1/2			1/2	1		1	67	G4	4	8055
270	270	270	270a	2157/2	2157/2	2.0	1/2	1/2	2/2	16	1	1/2			1/2	1		1	67	G4	4	8057
270	270	270	270a	2157/2	2157/2	2.0	1/2	1/2	2/2	13	2	1/2			1/2	1		5	71	B4	4	8040
270	270	270	270a	2157/2	2157/2	1.0	1/2	1/2	2/2	13	1	1/4			1/4	1		-3	75	Eb5	5	8037
270	270	270	270a	6473/6	6473/6	0.3333333333333333	7/12	7/12	2/2	14	1	1/12			1/8	2/3		5	59	B3	3	8048
270	270	270	270a	6475/6	6475/6	0.3333333333333333	2/3	2/3	2/2	14	1	1/12			1/8	2/3		1	55	G3	3	8049
270	270	270	270a	2159/2	2159/2	0.3333333333333333	3/4	3/4	2/2	14	1	1/12			1/8	2/3		-1	53	F3	3	8050
270	270	270	270a	2159/2	2159/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-1	65	F4	4	8038
270	270	270	270a	2159/2	2159/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		-1	77	F5	5	8038
270	270	270	270a	6479/6	6479/6	0.3333333333333333	5/6	5/6	2/2	14	1	1/12			1/8	2/3		5	47	B2	2	8051
270	270	270	270a	6481/6	6481/6	0.3333333333333333	11/12	11/12	2/2	14	1	1/12			1/8	2/3		2	38	D2	2	8052
