mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
118	118	2825/6	2825/6	0.3333333333333333	7/12	7/12	Chord	2/2	14	1	1/12			1/8	2/3	2879									85	85			
118	118	2827/6	2827/6	0.3333333333333333	2/3	2/3	Chord	2/2	14	1	1/12			1/8	2/3	2880									85	85			
118	118	943/2	943/2	0.3333333333333333	3/4	3/4	Chord	2/2	14	1	1/12			1/8	2/3	2881									85	85			
118	118	2831/6	2831/6	0.3333333333333333	5/6	5/6	Chord	2/2	14	1	1/12			1/8	2/3	2882									85	85			
118	118	2833/6	2833/6	0.3333333333333333	11/12	11/12	Chord	2/2	14	1	1/12			1/8	2/3	2883									85	85			
118	118	937/2	937/2	1.0	0	0	Chord	2/2	14	2	1/4			1/4	1	2884							464		85	85			
118	118	941/2	941/2	1.0	1/2	1/2	Chord	2/2	14	2	1/4			1/4	1	2885							465		85	85			
118	118	937/2	937/2	2.0	0	0	Chord	2/2	15	1	1/2			1/2	1	2886							466						
118	118	941/2	941/2	2.0	1/2	1/2	Chord	2/2	15	1	1/2			1/2	1	2887													
118	118	937/2	937/2	2.0	0	0	Chord	2/2	16	1	1/2			1/2	1	2888							467						
118	118	941/2	941/2	2.0	1/2	1/2	Chord	2/2	16	1	1/2			1/2	1	2889													
118	118	937/2	937/2	2.0	0	0	Chord	2/2	17	1	1/2			1/2	1	2890							468						
118	118	941/2	941/2	2.0	1/2	1/2	Chord	2/2	17	1	1/2			1/2	1	2891													
118	118	937/2	937/2	4.0	0	0	Chord	2/2	18	1	1			1	1	2892													
118	118	937/2	937/2	4.0	0	0	Chord	2/2	20	1	1			1	1	2893													
119	119	945/2	945/2	0.0	0	0	Dynamic	2/2	3	1	0						p												
119	119	945/2	945/2	4.0	0	0	Chord	2/2	3	1	1			1	1	2894							469						
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	3	2	0																132		
119	119	945/2	945/2	0.0	0	0	Dynamic	2/2	5	1	0						p												
119	119	945/2	945/2	2.0	0	0	Chord	2/2	5	1	1/2			1/2	1	2895							470						
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	5	1	0												470				133		
119	119	949/2	949/2	1.0	1/2	1/2	Chord	2/2	5	1	1/4			1/4	1	2896							470				133		
119	119	951/2	951/2	1.0	3/4	3/4	Chord	2/2	5	1	1/4			1/4	1	2897											133		
119	119	945/2	945/2	4.0	0	0	Chord	2/2	5	2	1			1	1	2898											133		
119	119	945/2	945/2	2.0	0	0	Chord	2/2	13	1	1/2			1/2	1	2899		articTenutoAbove					471						
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	13	1	0												471				134		
119	119	949/2	949/2	1.0	1/2	1/2	Chord	2/2	13	1	1/4			1/4	1	2900							471				134		
119	119	951/2	951/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	2901											134		
119	119	2837/6	2837/6	0.3333333333333333	1/12	1/12	Chord	2/2	13	2	1/12			1/8	2/3	2902							472				134		
119	119	2839/6	2839/6	0.3333333333333333	1/6	1/6	Chord	2/2	13	2	1/12			1/8	2/3	2903							472				134		
119	119	947/2	947/2	0.3333333333333333	1/4	1/4	Chord	2/2	13	2	1/12			1/8	2/3	2904							472				134		
119	119	2843/6	2843/6	0.3333333333333333	1/3	1/3	Chord	2/2	13	2	1/12			1/8	2/3	2905							472				134		
119	119	2845/6	2845/6	0.3333333333333333	5/12	5/12	Chord	2/2	13	2	1/12			1/8	2/3	2906											134		
119	119	2849/6	2849/6	0.3333333333333333	7/12	7/12	Chord	2/2	13	2	1/12			1/8	2/3	2907							473				134		
119	119	2851/6	2851/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	2	1/12			1/8	2/3	2908											134		
119	119	2855/6	2855/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	2	1/12			1/8	2/3	2909							474				134		
119	119	2857/6	2857/6	0.3333333333333333	11/12	11/12	Chord	2/2	13	2	1/12			1/8	2/3	2910											134		
119	119	945/2	945/2	0.0	0	0	Spanner	2/2	14	1	0														86	86			
119	119	945/2	945/2	0.0	0	0	Spanner	2/2	14	1	0														86	86			
119	119	945/2	945/2	0.3333333333333333	0	0	Chord	2/2	14	1	1/12			1/8	2/3	2911									86	86			
119	119	2837/6	2837/6	0.3333333333333333	1/12	1/12	Chord	2/2	14	1	1/12			1/8	2/3	2912									86	86			
119	119	2839/6	2839/6	0.3333333333333333	1/6	1/6	Chord	2/2	14	1	1/12			1/8	2/3	2913									86	86			
119	119	947/2	947/2	0.3333333333333333	1/4	1/4	Chord	2/2	14	1	1/12			1/8	2/3	2914									86	86			
119	119	2845/6	2845/6	0.0	5/12	5/12	Spanner	2/2	14	1	0																		
119	119	2845/6	2845/6	0.0	5/12	5/12	Spanner	2/2	14	1	0														87	87			
119	119	2845/6	2845/6	0.3333333333333333	5/12	5/12	Chord	2/2	14	1	1/12			1/8	2/3	2915							475		87	87			
119	119	949/2	949/2	0.3333333333333333	1/2	1/2	Chord	2/2	14	1	1/12			1/8	2/3	2916							475		87	87			
119	119	2849/6	2849/6	0.3333333333333333	7/12	7/12	Chord	2/2	14	1	1/12			1/8	2/3	2917							475		87	87			
119	119	2851/6	2851/6	0.3333333333333333	2/3	2/3	Chord	2/2	14	1	1/12			1/8	2/3	2918							475		87	87			
119	119	951/2	951/2	0.3333333333333333	3/4	3/4	Chord	2/2	14	1	1/12			1/8	2/3	2919							475		87	87			
119	119	2855/6	2855/6	0.3333333333333333	5/6	5/6	Chord	2/2	14	1	1/12			1/8	2/3	2920							475		87	87			
119	119	2857/6	2857/6	0.3333333333333333	11/12	11/12	Chord	2/2	14	1	1/12			1/8	2/3	2921							475		87	87			
119	119	945/2	945/2	1.0	0	0	Chord	2/2	14	2	1/4			1/4	1	2922							476		87	87			
119	119	945/2	945/2	4.0	0	0	Chord	2/2	15	1	1			1	1	2923													
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	15	2	0																135		
119	119	945/2	945/2	4.0	0	0	Chord	2/2	16	1	1			1	1	2924													
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	16	2	0																136		
119	119	945/2	945/2	2.0	0	0	Chord	2/2	17	1	1/2			1/2	1	2925													
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	17	1	0																137		
119	119	949/2	949/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	2926							477				137		
119	119	951/2	951/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	2927											137		
119	119	945/2	945/2	4.0	0	0	Chord	2/2	18	1	1			1	1	2928													
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	18	2	0																138		
119	119	945/2	945/2	4.0	0	0	Chord	2/2	20	1	1			1	1	2929													
119	119	949/2	949/2	0.0	1/2	1/2	Spanner	2/2	20	2	0																139		
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	3	1	0						mf												
120	120	953/2	953/2	3.0	0	0	Chord	2/2	3	1	3/4			1/2	3/2	2930													
120	120	959/2	959/2	0.0	3/4	3/4	Dynamic	2/2	3	1	0						p												
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2931													
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	3	2	0																		
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	3	2	0																	142	
120	120	959/2	959/2	0.0	3/4	3/4	Spanner	2/2	3	2	0																		
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	5	1	0						mf												
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	5	1	0																		
120	120	953/2	953/2	3.0	0	0	Chord	2/2	5	1	3/4			1/2	3/2	2932													
120	120	959/2	959/2	0.0	3/4	3/4	Dynamic	2/2	5	1	0						p												
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	5	1	1/4			1/4	1	2933													
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	5	2	0																	143	
120	120	959/2	959/2	0.0	3/4	3/4	Spanner	2/2	5	2	0																		
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	13	1	0						ff												
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	13	1	0																		
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	13	1	0																	144	
120	120	953/2	953/2	1.0	0	0	Chord	2/2	13	1	1/4			1/4	1	2934							478					144	
120	120	955/2	955/2	1.0	1/4	1/4	Chord	2/2	13	1	1/4			1/4	1	2935							478					144	
120	120	957/2	957/2	0.0	1/2	1/2	Dynamic	2/2	13	1	0						f						478						
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	13	1	0												478						
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	13	1	0												478					145	
120	120	957/2	957/2	1.0	1/2	1/2	Chord	2/2	13	1	1/4			1/4	1	2936							478					145	
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	2937												145	
120	120	2881/6	2881/6	0.0	11/12	11/12	Spanner	2/2	13	1	0																		
120	120	2861/6	2861/6	0.3333333333333333	1/12	1/12	Chord	2/2	13	2	1/12			1/8	2/3	2938							479						
120	120	2863/6	2863/6	0.3333333333333333	1/6	1/6	Chord	2/2	13	2	1/12			1/8	2/3	2939													
120	120	2867/6	2867/6	0.3333333333333333	1/3	1/3	Chord	2/2	13	2	1/12			1/8	2/3	2940							480						
120	120	2869/6	2869/6	0.3333333333333333	5/12	5/12	Chord	2/2	13	2	1/12			1/8	2/3	2941													
120	120	2873/6	2873/6	0.3333333333333333	7/12	7/12	Chord	2/2	13	2	1/12			1/8	2/3	2942							481						
120	120	2875/6	2875/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	2	1/12			1/8	2/3	2943													
120	120	2879/6	2879/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	2	1/12			1/8	2/3	2944							482						
120	120	2881/6	2881/6	0.0	11/12	11/12	Dynamic	2/2	13	2	0						mf												
120	120	2881/6	2881/6	0.3333333333333333	11/12	11/12	Chord	2/2	13	2	1/12			1/8	2/3	2945													
120	120	953/2	953/2	0.3333333333333333	0	0	Chord	2/2	14	1	1/12			1/8	2/3	2946							475		87	87			
120	120	2861/6	2861/6	0.3333333333333333	1/12	1/12	Chord	2/2	14	1	1/12			1/8	2/3	2947							475		87	87			
120	120	2863/6	2863/6	0.3333333333333333	1/6	1/6	Chord	2/2	14	1	1/12			1/8	2/3	2948							475		87	87			
120	120	955/2	955/2	0.3333333333333333	1/4	1/4	Chord	2/2	14	1	1/12			1/8	2/3	2949							475		87	87			
120	120	2867/6	2867/6	0.3333333333333333	1/3	1/3	Chord	2/2	14	1	1/12			1/8	2/3	2950							475		87	87			
120	120	2869/6	2869/6	0.3333333333333333	5/12	5/12	Chord	2/2	14	1	1/12			1/8	2/3	2951							475		87	87			
120	120	957/2	957/2	0.3333333333333333	1/2	1/2	Chord	2/2	14	1	1/12			1/8	2/3	2952							475		87	87			
120	120	2873/6	2873/6	0.3333333333333333	7/12	7/12	Chord	2/2	14	1	1/12			1/8	2/3	2953							475		87	87			
120	120	2875/6	2875/6	0.3333333333333333	2/3	2/3	Chord	2/2	14	1	1/12			1/8	2/3	2954							475		87	87			
120	120	959/2	959/2	0.3333333333333333	3/4	3/4	Chord	2/2	14	1	1/12			1/8	2/3	2955							475		87	87			
120	120	2879/6	2879/6	0.3333333333333333	5/6	5/6	Chord	2/2	14	1	1/12			1/8	2/3	2956									87	87			
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	15	1	0						mf												
120	120	953/2	953/2	3.0	0	0	Chord	2/2	15	1	3/4			1/2	3/2	2957													
120	120	959/2	959/2	0.0	3/4	3/4	Dynamic	2/2	15	1	0						p												
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	2958													
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	15	2	0																		
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	15	2	0																	146	
120	120	959/2	959/2	0.0	3/4	3/4	Spanner	2/2	15	2	0																		
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	16	1	0						mf												
120	120	953/2	953/2	3.0	0	0	Chord	2/2	16	1	3/4			1/2	3/2	2959													
120	120	959/2	959/2	0.0	3/4	3/4	Dynamic	2/2	16	1	0						p												
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	2960													
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	16	2	0																		
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	16	2	0																	147	
120	120	959/2	959/2	0.0	3/4	3/4	Spanner	2/2	16	2	0																		
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	17	1	0						mf												
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	17	1	0																		
120	120	953/2	953/2	3.0	0	0	Chord	2/2	17	1	3/4			1/2	3/2	2961													
120	120	959/2	959/2	0.0	3/4	3/4	Dynamic	2/2	17	1	0						p												
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	2962													
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	17	2	0																	148	
120	120	959/2	959/2	0.0	3/4	3/4	Spanner	2/2	17	2	0																		
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	18	1	0						mf												
120	120	953/2	953/2	3.0	0	0	Chord	2/2	18	1	3/4			1/2	3/2	2963													
120	120	959/2	959/2	0.0	3/4	3/4	Dynamic	2/2	18	1	0						p												
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	18	1	1/4			1/4	1	2964													
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	18	2	0																		
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	18	2	0																	149	
120	120	959/2	959/2	0.0	3/4	3/4	Spanner	2/2	18	2	0																		
120	120	953/2	953/2	0.0	0	0	Dynamic	2/2	20	1	0						mf												
120	120	953/2	953/2	3.0	0	0	Chord	2/2	20	1	3/4			1/2	3/2	2965													
120	120	959/2	959/2	0.0	3/4	3/4	Dynamic	2/2	20	1	0						p												
120	120	959/2	959/2	1.0	3/4	3/4	Chord	2/2	20	1	1/4			1/4	1	2966													
120	120	953/2	953/2	0.0	0	0	Spanner	2/2	20	2	0																		
120	120	957/2	957/2	0.0	1/2	1/2	Spanner	2/2	20	2	0																	150	
120	120	959/2	959/2	0.0	3/4	3/4	Spanner	2/2	20	2	0																		
121	121	961/2	961/2	0.0	0	0	Dynamic	2/2	13	1	0						mf												
121	121	963/2	963/2	1.0	1/4	1/4	Chord	2/2	13	1	1/4			1/4	1	2967		articTenutoAbove											
121	121	965/2	965/2	1.0	1/2	1/2	Chord	2/2	13	1	1/4			1/4	1	2968		articTenutoAbove											
121	121	967/2	967/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	2969		articTenutoAbove											
121	121	961/2	961/2	0.0	0	0	Spanner	2/2	14	1	0																		
121	121	961/2	961/2	0.0	0	0	Spanner	2/2	14	1	0														88	88			
121	121	961/2	961/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	2970							483		88	88			
121	121	481	481	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	2971							483		88	88			
121	121	963/2	963/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	2972							483		88	88			
121	121	482	482	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	2973							483		88	88			
121	121	965/2	965/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	2974							483		88	88			
121	121	483	483	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	2975							483		88	88			
121	121	967/2	967/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	2976							483		88	88			
121	121	484	484	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	2977									88	88			
122	122	969/2	969/2	2.0	0	0	Chord	2/2	13	1	1/2			1/2	1	2978		articTenutoAbove											
122	122	973/2	973/2	1.0	1/2	1/2	Chord	2/2	13	1	1/4			1/4	1	2979		articTenutoAbove											
122	122	975/2	975/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	2980		articTenutoAbove											
122	122	969/2	969/2	0.0	0	0	Spanner	2/2	14	1	0																		
122	122	969/2	969/2	0.0	0	0	Spanner	2/2	14	1	0														89	89			
122	122	969/2	969/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	2981							484		89	89			
122	122	485	485	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	2982							484		89	89			
122	122	971/2	971/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	2983							484		89	89			
122	122	486	486	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	2984							484		89	89			
122	122	973/2	973/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	2985							484		89	89			
122	122	487	487	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	2986							484		89	89			
122	122	975/2	975/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	2987							484		89	89			
122	122	488	488	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	2988									89	89			
123	123	977/2	977/2	0.0	0	0	Spanner	2/2	13	1	0																140		
123	123	977/2	977/2	1.0	0	0	Chord	2/2	13	1	1/4			1/4	1	2989		articTenutoAbove									140		
123	123	979/2	979/2	1.0	1/4	1/4	Chord	2/2	13	1	1/4			1/4	1	2990		articTenutoAbove									140		
123	123	981/2	981/2	1.0	1/2	1/2	Chord	2/2	13	1	1/4			1/4	1	2991		articTenutoAbove									140		
123	123	983/2	983/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	2992		articTenutoAbove									140		
123	123	977/2	977/2	0.0	0	0	Spanner	2/2	14	1	0																		
123	123	977/2	977/2	0.0	0	0	Spanner	2/2	14	1	0														90	90			
123	123	977/2	977/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	2993							485		90	90			
123	123	489	489	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	2994							485		90	90			
123	123	979/2	979/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	2995							485		90	90			
123	123	490	490	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	2996							485		90	90			
123	123	981/2	981/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	2997							485		90	90			
123	123	491	491	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	2998							485		90	90			
123	123	983/2	983/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	2999							485		90	90			
123	123	492	492	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	3000							485		90	90			
124	124	985/2	985/2	0.0	0	0	Dynamic	2/2	13	1	0						f												
124	124	985/2	985/2	0.0	0	0	Spanner	2/2	13	1	0																		
124	124	985/2	985/2	0.0	0	0	Spanner	2/2	13	1	0																	151	
124	124	985/2	985/2	1.0	0	0	Chord	2/2	13	1	1/4			1/4	1	3001		articTenutoAbove										151	
124	124	987/2	987/2	1.0	1/4	1/4	Chord	2/2	13	1	1/4			1/4	1	3002		articTenutoAbove										151	
124	124	989/2	989/2	1.0	1/2	1/2	Chord	2/2	13	1	1/4			1/4	1	3003							486					151	
124	124	991/2	991/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	3004												151	
124	124	989/2	989/2	2.0	1/2	1/2	Chord	2/2	13	2	1/2			1/2	1	3005												151	
124	124	985/2	985/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	3006							485		90	90			
124	124	493	493	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	3007							485		90	90			
124	124	987/2	987/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	3008							485		90	90			
124	124	494	494	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	3009									90	90			
124	124	989/2	989/2	0.0	1/2	1/2	Spanner	2/2	14	1	0																		
124	124	989/2	989/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														91	91			
124	124	989/2	989/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	3010							487		91	91			
124	124	495	495	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	3011							487		91	91			
124	124	991/2	991/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	3012							487		91	91			
124	124	496	496	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	3013									91	91			
125	125	995/2	995/2	0.0	1/4	1/4	StaffText	2/2	2	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> espressivo</i>"										
125	125	995/2	995/2	0.0	1/4	1/4	StaffText	2/2	2	1	0								<i/>I.										
125	125	995/2	995/2	0.0	1/4	1/4	Dynamic	2/2	2	1	0						mf												
125	125	995/2	995/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	3014							488						
125	125	997/2	997/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3015							488						
125	125	999/2	999/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	3016							488						
125	125	995/2	995/2	0.0	1/4	1/4	StaffText	2/2	3	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> espressivo</i>"										
125	125	995/2	995/2	0.0	1/4	1/4	Dynamic	2/2	3	1	0						mf												
125	125	995/2	995/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	3017							489						
125	125	997/2	997/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	3018							489						
125	125	999/2	999/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	3019							489						
125	125	993/2	993/2	0.0	0	0	Dynamic	2/2	13	1	0						p												
125	125	993/2	993/2	0.0	0	0	Spanner	2/2	13	1	0																		
125	125	993/2	993/2	2.0	0	0	Chord	2/2	13	1	1/2			1/2	1	3020													
125	125	993/2	993/2	0.0	0	0	Spanner	2/2	14	1	0																		
125	125	993/2	993/2	0.0	0	0	Spanner	2/2	14	1	0														92	92			
125	125	993/2	993/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	3021							490		92	92			
125	125	497	497	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	3022							490		92	92			
125	125	995/2	995/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	3023							490		92	92			
125	125	498	498	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	3024							490		92	92			
125	125	997/2	997/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	3025							490		92	92			
125	125	499	499	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	3026									92	92			
126	126	1001/2	1001/2	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	3027													
126	126	1005/2	1005/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3028							491						
126	126	1007/2	1007/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	3029													
126	126	1001/2	1001/2	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	3030													
126	126	1005/2	1005/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	3031							492						
126	126	1007/2	1007/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	3032													
126	126	1001/2	1001/2	0.0	0	0	Dynamic	2/2	4	1	0						p												
126	126	1001/2	1001/2	4.0	0	0	Chord	2/2	4	1	1			1	1	3033													
126	126	1001/2	1001/2	0.0	0	0	Dynamic	2/2	5	1	0						p												
126	126	1001/2	1001/2	4.0	0	0	Chord	2/2	5	1	1			1	1	3034							493						
126	126	1001/2	1001/2	0.0	0	0	Dynamic	2/2	6	1	0						p												
126	126	1001/2	1001/2	4.0	0	0	Chord	2/2	6	1	1			1	1	3035							494						
126	126	1001/2	1001/2	0.0	0	0	StaffText	2/2	7	1	0								<i/>III.										
126	126	1001/2	1001/2	0.0	0	0	Dynamic	2/2	7	1	0						p												
126	126	1001/2	1001/2	4.0	0	0	Chord	2/2	7	1	1			1	1	3036													
126	126	1001/2	1001/2	0.0	0	0	Dynamic	2/2	13	1	0						mf												
126	126	1003/2	1003/2	1.0	1/4	1/4	Chord	2/2	13	1	1/4			1/4	1	3037							495						
126	126	1005/2	1005/2	1.0	1/2	1/2	Chord	2/2	13	1	1/4			1/4	1	3038							495						
126	126	1007/2	1007/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	3039							495						
126	126	1001/2	1001/2	0.0	0	0	Spanner	2/2	14	1	0														93	93			
126	126	1001/2	1001/2	0.0	0	0	Spanner	2/2	14	1	0														93	93			
126	126	1001/2	1001/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	3040							496		93	93			
126	126	501	501	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	3041							496		93	93			
126	126	1003/2	1003/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	3042							496		93	93			
126	126	502	502	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	3043							496		93	93			
126	126	1005/2	1005/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	3044							496, 497		93	93			
126	126	503	503	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	3045							496		93	93			
126	126	1007/2	1007/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	3046							496, 498		93	93			
126	126	504	504	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	3047									93	93			
127	127	1009/2	1009/2	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3048							499						
127	127	1011/2	1011/2	0.0	1/4	1/4	Spanner	2/2	2	1	0												499				141		
127	127	1011/2	1011/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	3049							499				141		
127	127	1013/2	1013/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3050							499				141		
127	127	1015/2	1015/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	3051							499				141		
127	127	1009/2	1009/2	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3052							500						
127	127	1011/2	1011/2	0.0	1/4	1/4	Spanner	2/2	3	1	0												500				142		
127	127	1011/2	1011/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	3053							500				142		
127	127	1013/2	1013/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	3054							500				142		
127	127	1015/2	1015/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	3055							500				142		
127	127	1009/2	1009/2	4.0	0	0	Chord	2/2	4	1	1			1	1	3056													
127	127	1009/2	1009/2	3.0	0	0	Chord	2/2	5	1	3/4			1/2	3/2	3057							501						
127	127	1015/2	1015/2	1.0	3/4	3/4	Chord	2/2	5	1	1/4			1/4	1	3058							501						
127	127	1009/2	1009/2	4.0	0	0	Chord	2/2	5	2	1			1	1	3059													
127	127	1009/2	1009/2	4.0	0	0	Chord	2/2	6	1	1			1	1	3060							494						
127	127	1009/2	1009/2	4.0	0	0	Chord	2/2	7	1	1			1	1	3061													
127	127	1009/2	1009/2	3.0	0	0	Chord	2/2	13	1	3/4			1/2	3/2	3062													
127	127	1015/2	1015/2	1.0	3/4	3/4	Chord	2/2	13	1	1/4			1/4	1	3063							502						
