mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
4	4	4	4a	9	9	1.0	0	0	3/4	25	1	1/4	1/4	1		4	40	E2	2		85
4	4	4	4a	9	9	1.0	0	0	3/4	24	1	1/4	1/4	1		4	52	E3	3		82
4	4	4	4a	9	9	1.0	0	0	3/4	21	1	1/4	1/4	1		4	64	E4	4		73
4	4	4	4a	9	9	1.0	0	0	3/4	22	1	1/4	1/4	1		4	64	E4	4		76
4	4	4	4a	9	9	1.0	0	0	3/4	23	1	1/4	1/4	1		4	64	E4	4		79
4	4	4	4a	9	9	1.5	0	0	3/4	5	1	3/8	1/4	3/2		0	72	C5	5		65
4	4	4	4a	9	9	1.5	0	0	3/4	6	1	3/8	1/4	3/2		0	72	C5	5		69
4	4	4	4a	9	9	1.5	0	0	3/4	1	1	3/8	1/4	3/2		3	81	A5	5		49
4	4	4	4a	9	9	1.5	0	0	3/4	2	1	3/8	1/4	3/2		3	81	A5	5		53
4	4	4	4a	9	9	1.5	0	0	3/4	3	1	3/8	1/4	3/2		3	81	A5	5		57
4	4	4	4a	9	9	1.5	0	0	3/4	4	1	3/8	1/4	3/2		3	81	A5	5		61
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		3	33	A1	1		86
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		3	45	A2	2		83
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		3	57	A3	3		74
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		3	57	A3	3		77
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		3	57	A3	3		80
4	4	4	4a	21/2	21/2	0.5	3/8	3/8	3/4	5	1	1/8	1/8	1		1	67	G4	4		66
4	4	4	4a	21/2	21/2	0.5	3/8	3/8	3/4	6	1	1/8	1/8	1		1	67	G4	4		70
4	4	4	4a	21/2	21/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5		50
4	4	4	4a	21/2	21/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		1	79	G5	5		54
4	4	4	4a	21/2	21/2	0.5	3/8	3/8	3/4	3	1	1/8	1/8	1		1	79	G5	5		58
4	4	4	4a	21/2	21/2	0.5	3/8	3/8	3/4	4	1	1/8	1/8	1		1	79	G5	5		62
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		3	45	A2	2		87
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		3	57	A3	3		84
4	4	4	4a	11	11	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1		-1	65	F4	4		67
4	4	4	4a	11	11	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1		-1	65	F4	4		71
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		3	69	A4	4		75
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		3	69	A4	4		78
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		3	69	A4	4		81
4	4	4	4a	11	11	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5		51
4	4	4	4a	11	11	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		-1	77	F5	5		55
4	4	4	4a	11	11	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1		-1	77	F5	5		59
4	4	4	4a	11	11	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1		-1	77	F5	5		63
4	4	4	4a	23/2	23/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		4	64	E4	4		68
4	4	4	4a	23/2	23/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		4	64	E4	4		72
4	4	4	4a	23/2	23/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5		52
4	4	4	4a	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		4	76	E5	5		56
4	4	4	4a	23/2	23/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		4	76	E5	5		60
4	4	4	4a	23/2	23/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		4	76	E5	5		64
5	5	5	5a	12	12	1.0	0	0	3/4	25	1	1/4	1/4	1		-2	34	Bb1	1		112
5	5	5	5a	12	12	1.0	0	0	3/4	24	1	1/4	1/4	1		-2	46	Bb2	2		109
5	5	5	5a	12	12	1.0	0	0	3/4	21	1	1/4	1/4	1		-2	58	Bb3	3		100
5	5	5	5a	12	12	1.0	0	0	3/4	22	1	1/4	1/4	1		-2	58	Bb3	3		103
5	5	5	5a	12	12	1.0	0	0	3/4	23	1	1/4	1/4	1		-2	58	Bb3	3		106
5	5	5	5a	12	12	2.0	0	0	3/4	5	1	1/2	1/2	1		2	62	D4	4		96
5	5	5	5a	12	12	2.0	0	0	3/4	6	1	1/2	1/2	1		2	62	D4	4		98
5	5	5	5a	12	12	2.0	0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5		88
5	5	5	5a	12	12	2.0	0	0	3/4	2	1	1/2	1/2	1		2	74	D5	5		90
5	5	5	5a	12	12	2.0	0	0	3/4	3	1	1/2	1/2	1		2	74	D5	5		92
5	5	5	5a	12	12	2.0	0	0	3/4	4	1	1/2	1/2	1		2	74	D5	5		94
5	5	5	5a	13	13	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		3	45	A2	2		113
5	5	5	5a	13	13	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		3	57	A3	3		110
5	5	5	5a	13	13	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		3	69	A4	4		101
5	5	5	5a	13	13	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		3	69	A4	4		104
5	5	5	5a	13	13	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		3	69	A4	4		107
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		1	43	G2	2		114
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		1	55	G3	3		111
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	5	1	1/4	1/4	1		4	64	E4	4		97
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		4	64	E4	4		99
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		1	67	G4	4		102
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		1	67	G4	4		105
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		1	67	G4	4		108
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		4	76	E5	5		89
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		4	76	E5	5		91
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		4	76	E5	5		93
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	4	1	1/4	1/4	1		4	76	E5	5		95
6	6	6	6a	15	15	1.0	0	0	3/4	25	1	1/4	1/4	1		3	33	A1	1		145
6	6	6	6a	15	15	1.0	0	0	3/4	24	1	1/4	1/4	1		3	45	A2	2		142
6	6	6	6a	15	15	1.0	0	0	3/4	21	1	1/4	1/4	1		3	57	A3	3		133
6	6	6	6a	15	15	1.0	0	0	3/4	22	1	1/4	1/4	1		3	57	A3	3		136
6	6	6	6a	15	15	1.0	0	0	3/4	23	1	1/4	1/4	1		3	57	A3	3		139
6	6	6	6a	15	15	1.0	0	0	3/4	5	1	1/4	1/4	1		-1	65	F4	4		127
6	6	6	6a	15	15	1.0	0	0	3/4	6	1	1/4	1/4	1		-1	65	F4	4		130
6	6	6	6a	15	15	1.0	0	0	3/4	1	1	1/4	1/4	1		-1	77	F5	5		115
6	6	6	6a	15	15	1.0	0	0	3/4	2	1	1/4	1/4	1		-1	77	F5	5		118
6	6	6	6a	15	15	1.0	0	0	3/4	3	1	1/4	1/4	1		-1	77	F5	5		121
6	6	6	6a	15	15	1.0	0	0	3/4	4	1	1/4	1/4	1		-1	77	F5	5		124
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		-1	41	F2	2		146
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		-1	53	F3	3		143
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	5	1	1/4	1/4	1		2	62	D4	4		128
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	6	1	1/4	1/4	1		2	62	D4	4		131
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		-1	65	F4	4		134
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		-1	65	F4	4		137
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		-1	65	F4	4		140
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5		116
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	74	D5	5		119
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		2	74	D5	5		122
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	4	1	1/4	1/4	1		2	74	D5	5		125
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		4	40	E2	2		147
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		4	52	E3	3		144
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	5	1	1/4	1/4	1		4	64	E4	4		129
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		4	64	E4	4		132
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		4	64	E4	4		135
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		4	64	E4	4		138
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		4	64	E4	4		141
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		4	76	E5	5		117
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		4	76	E5	5		120
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		4	76	E5	5		123
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	4	1	1/4	1/4	1		4	76	E5	5		126
7	7	7	7a	18	18	1.0	0	0	3/4	25	1	1/4	1/4	1		2	38	D2	2		190
7	7	7	7a	18	18	1.0	0	0	3/4	24	1	1/4	1/4	1		2	50	D3	3		187
7	7	7	7a	18	18	1.0	0	0	3/4	21	1	1/4	1/4	1		2	62	D4	4		178
7	7	7	7a	18	18	1.0	0	0	3/4	22	1	1/4	1/4	1		2	62	D4	4		181
7	7	7	7a	18	18	1.0	0	0	3/4	23	1	1/4	1/4	1		2	62	D4	4		184
7	7	7	7a	18	18	1.0	0	0	3/4	5	1	1/4	1/4	1		-1	65	F4	4		168
7	7	7	7a	18	18	1.0	0	0	3/4	6	1	1/4	1/4	1		-1	65	F4	4		173
7	7	7	7a	18	18	1.0	0	0	3/4	1	1	1/4	1/4	1		-1	77	F5	5		148
7	7	7	7a	18	18	1.0	0	0	3/4	2	1	1/4	1/4	1		-1	77	F5	5		153
7	7	7	7a	18	18	1.0	0	0	3/4	3	1	1/4	1/4	1		-1	77	F5	5		158
7	7	7	7a	18	18	1.0	0	0	3/4	4	1	1/4	1/4	1		-1	77	F5	5		163
7	7	7	7a	19	19	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		0	36	C2	2		191
7	7	7	7a	19	19	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		0	48	C3	3		188
7	7	7	7a	19	19	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		0	60	C4	4		179
7	7	7	7a	19	19	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		0	60	C4	4		182
7	7	7	7a	19	19	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		0	60	C4	4		185
7	7	7	7a	19	19	0.5	1/4	1/4	3/4	5	1	1/8	1/8	1		2	62	D4	4		169
7	7	7	7a	19	19	0.5	1/4	1/4	3/4	6	1	1/8	1/8	1		2	62	D4	4		174
7	7	7	7a	19	19	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5		149
7	7	7	7a	19	19	0.5	1/4	1/4	3/4	2	1	1/8	1/8	1		2	74	D5	5		154
7	7	7	7a	19	19	0.5	1/4	1/4	3/4	3	1	1/8	1/8	1		2	74	D5	5		159
7	7	7	7a	19	19	0.5	1/4	1/4	3/4	4	1	1/8	1/8	1		2	74	D5	5		164
7	7	7	7a	39/2	39/2	0.5	3/8	3/8	3/4	5	1	1/8	1/8	1		4	64	E4	4		170
7	7	7	7a	39/2	39/2	0.5	3/8	3/8	3/4	6	1	1/8	1/8	1		4	64	E4	4		175
7	7	7	7a	39/2	39/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5		150
7	7	7	7a	39/2	39/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		4	76	E5	5		155
7	7	7	7a	39/2	39/2	0.5	3/8	3/8	3/4	3	1	1/8	1/8	1		4	76	E5	5		160
7	7	7	7a	39/2	39/2	0.5	3/8	3/8	3/4	4	1	1/8	1/8	1		4	76	E5	5		165
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		-2	34	Bb1	1		192
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		-2	46	Bb2	2		189
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		-2	58	Bb3	3		180
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		-2	58	Bb3	3		183
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		-2	58	Bb3	3		186
7	7	7	7a	20	20	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1		-1	65	F4	4		171
7	7	7	7a	20	20	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1		-1	65	F4	4		176
7	7	7	7a	20	20	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5		151
7	7	7	7a	20	20	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		-1	77	F5	5		156
7	7	7	7a	20	20	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1		-1	77	F5	5		161
7	7	7	7a	20	20	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1		-1	77	F5	5		166
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		1	67	G4	4		172
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		1	67	G4	4		177
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	G5	5		152
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		1	79	G5	5		157
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		1	79	G5	5		162
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		1	79	G5	5		167
8	8	8	8a	21	21	1.0	0	0	3/4	25	1	1/4	1/4	1		3	33	A1	1		211
8	8	8	8a	21	21	1.0	0	0	3/4	24	1	1/4	1/4	1		3	45	A2	2		208
8	8	8	8a	21	21	1.0	0	0	3/4	21	1	1/4	1/4	1		3	57	A3	3		199
8	8	8	8a	21	21	1.0	0	0	3/4	22	1	1/4	1/4	1		3	57	A3	3		202
8	8	8	8a	21	21	1.0	0	0	3/4	23	1	1/4	1/4	1		3	57	A3	3		205
8	8	8	8a	21	21	1.0	0	0	3/4	5	1	1/4	1/4	1		3	69	A4	4		197
8	8	8	8a	21	21	1.0	0	0	3/4	6	1	1/4	1/4	1		3	69	A4	4		198
8	8	8	8a	21	21	1.0	0	0	3/4	1	1	1/4	1/4	1		3	81	A5	5		193
8	8	8	8a	21	21	1.0	0	0	3/4	2	1	1/4	1/4	1		3	81	A5	5		194
8	8	8	8a	21	21	1.0	0	0	3/4	3	1	1/4	1/4	1		3	81	A5	5		195
8	8	8	8a	21	21	1.0	0	0	3/4	4	1	1/4	1/4	1		3	81	A5	5		196
8	8	8	8a	22	22	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		1	31	G1	1		212
8	8	8	8a	22	22	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		1	43	G2	2		209
8	8	8	8a	22	22	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		1	55	G3	3		200
8	8	8	8a	22	22	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		1	55	G3	3		203
8	8	8	8a	22	22	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		1	55	G3	3		206
8	8	8	8a	23	23	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		3	33	A1	1		213
8	8	8	8a	23	23	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		3	45	A2	2		210
8	8	8	8a	23	23	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		3	57	A3	3		201
8	8	8	8a	23	23	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		3	57	A3	3		204
8	8	8	8a	23	23	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		3	57	A3	3		207
9	9	9	9a	24	24	1.0	0	0	3/4	25	1	1/4	1/4	1		2	38	D2	2		226
9	9	9	9a	24	24	1.0	0	0	3/4	24	1	1/4	1/4	1		2	50	D3	3		223
9	9	9	9a	24	24	1.0	0	0	3/4	22	1	1/4	1/4	1		2	62	D4	4		217
9	9	9	9a	24	24	1.0	0	0	3/4	23	1	1/4	1/4	1		2	62	D4	4		220
9	9	9	9a	24	24	1.0	0	0	3/4	21	1	1/4	1/4	1		2	74	D5	5		214
9	9	9	9a	25	25	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		3	33	A1	1		227
9	9	9	9a	25	25	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		3	45	A2	2		224
9	9	9	9a	25	25	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		3	57	A3	3		218
9	9	9	9a	25	25	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		3	57	A3	3		221
9	9	9	9a	25	25	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		3	69	A4	4		215
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		7	37	C#2	2		228
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		7	49	C#3	3		225
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		7	61	C#4	4		219
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		7	61	C#4	4		222
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		7	73	C#5	5		216
10	10	10	10a	27	27	1.0	0	0	3/4	25	1	1/4	1/4	1		2	38	D2	2		241
10	10	10	10a	27	27	1.0	0	0	3/4	24	1	1/4	1/4	1		2	50	D3	3		238
10	10	10	10a	27	27	1.0	0	0	3/4	22	1	1/4	1/4	1		2	62	D4	4		232
10	10	10	10a	27	27	1.0	0	0	3/4	23	1	1/4	1/4	1		2	62	D4	4		235
10	10	10	10a	27	27	1.0	0	0	3/4	21	1	1/4	1/4	1		2	74	D5	5		229
10	10	10	10a	28	28	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		3	33	A1	1		242
10	10	10	10a	28	28	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		3	45	A2	2		239
10	10	10	10a	28	28	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		3	57	A3	3		233
10	10	10	10a	28	28	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		3	57	A3	3		236
10	10	10	10a	28	28	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		3	69	A4	4		230
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		4	40	E2	2		243
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		4	52	E3	3		240
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		4	64	E4	4		234
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		4	64	E4	4		237
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		4	76	E5	5		231
11	11	11	11a	30	30	1.0	0	0	3/4	25	1	1/4	1/4	1		-1	41	F2	2		264
11	11	11	11a	30	30	1.0	0	0	3/4	24	1	1/4	1/4	1		-1	53	F3	3		261
11	11	11	11a	30	30	1.0	0	0	3/4	22	1	1/4	1/4	1		-1	65	F4	4		255
11	11	11	11a	30	30	1.0	0	0	3/4	23	1	1/4	1/4	1		-1	65	F4	4		258
11	11	11	11a	30	30	3.0	0	0	3/4	7	1	3/4	1/2	3/2		-1	65	F4	4		250
11	11	11	11a	30	30	3.0	0	0	3/4	8	1	3/4	1/2	3/2		-1	65	F4	4		251
11	11	11	11a	30	30	1.0	0	0	3/4	21	1	1/4	1/4	1		-1	77	F5	5		252
11	11	11	11a	30	30	3.0	0	0	3/4	3	1	3/4	1/2	3/2		-1	77	F5	5		246
11	11	11	11a	30	30	3.0	0	0	3/4	4	1	3/4	1/2	3/2		-1	77	F5	5		247
11	11	11	11a	30	30	3.0	0	0	3/4	5	1	3/4	1/2	3/2		-1	77	F5	5		248
11	11	11	11a	30	30	3.0	0	0	3/4	6	1	3/4	1/2	3/2		-1	77	F5	5		249
11	11	11	11a	30	30	3.0	0	0	3/4	1	1	3/4	1/2	3/2		-1	89	F6	6		244
11	11	11	11a	30	30	3.0	0	0	3/4	2	1	3/4	1/2	3/2		-1	89	F6	6		245
11	11	11	11a	31	31	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		0	36	C2	2		265
11	11	11	11a	31	31	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		0	48	C3	3		262
11	11	11	11a	31	31	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		0	60	C4	4		256
11	11	11	11a	31	31	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		0	60	C4	4		259
11	11	11	11a	31	31	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		0	72	C5	5		253
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		1	43	G2	2		266
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		1	55	G3	3		263
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		1	67	G4	4		257
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		1	67	G4	4		260
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		1	79	G5	5		254
12	12	12	12a	33	33	1.0	0	0	3/4	25	1	1/4	1/4	1		3	45	A2	2		311
12	12	12	12a	33	33	1.0	0	0	3/4	24	1	1/4	1/4	1		3	57	A3	3		308
12	12	12	12a	33	33	1.5	0	0	3/4	7	1	3/8	1/4	3/2		0	60	C4	4		291
12	12	12	12a	33	33	1.5	0	0	3/4	8	1	3/8	1/4	3/2		0	60	C4	4		295
12	12	12	12a	33	33	1.0	0	0	3/4	22	1	1/4	1/4	1		3	69	A4	4		302
12	12	12	12a	33	33	1.0	0	0	3/4	23	1	1/4	1/4	1		3	69	A4	4		305
12	12	12	12a	33	33	1.5	0	0	3/4	3	1	3/8	1/4	3/2		0	72	C5	5		275
12	12	12	12a	33	33	1.5	0	0	3/4	4	1	3/8	1/4	3/2		0	72	C5	5		279
12	12	12	12a	33	33	1.5	0	0	3/4	5	1	3/8	1/4	3/2		0	72	C5	5		283
12	12	12	12a	33	33	1.5	0	0	3/4	6	1	3/8	1/4	3/2		0	72	C5	5		287
12	12	12	12a	33	33	1.0	0	0	3/4	21	1	1/4	1/4	1		3	81	A5	5		299
12	12	12	12a	33	33	1.5	0	0	3/4	1	1	3/8	1/4	3/2		0	84	C6	6		267
12	12	12	12a	33	33	1.5	0	0	3/4	2	1	3/8	1/4	3/2		0	84	C6	6		271
12	12	12	12a	34	34	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		4	40	E2	2		312
12	12	12	12a	34	34	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		4	52	E3	3		309
12	12	12	12a	34	34	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		4	64	E4	4		303
12	12	12	12a	34	34	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		4	64	E4	4		306
12	12	12	12a	34	34	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		4	76	E5	5		300
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	7	1	1/8	1/8	1		5	59	B3	3		292
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	8	1	1/8	1/8	1		5	59	B3	3		296
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	3	1	1/8	1/8	1		5	71	B4	4		276
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	4	1	1/8	1/8	1		5	71	B4	4		280
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	5	1	1/8	1/8	1		5	71	B4	4		284
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	6	1	1/8	1/8	1		5	71	B4	4		288
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		5	83	B5	5		268
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		5	83	B5	5		272
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		5	47	B2	2		313
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	7	1	1/8	1/8	1		3	57	A3	3		293
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	8	1	1/8	1/8	1		3	57	A3	3		297
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		5	59	B3	3		310
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1		3	69	A4	4		277
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1		3	69	A4	4		281
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1		3	69	A4	4		285
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1		3	69	A4	4		289
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		5	71	B4	4		304
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		5	71	B4	4		307
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	A5	5		269
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		3	81	A5	5		273
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		5	83	B5	5		301
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	3/4	7	1	1/8	1/8	1		8	56	G#3	3		294
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	3/4	8	1	1/8	1/8	1		8	56	G#3	3		298
