mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	GradualTempoChange	GradualTempoChange_(poco a poco accelerando)	GradualTempoChange_(sempre accelerando)	GradualTempoChange_ritard.	GradualTempoChange_[poco a poco accel.]	GradualTempoChange_[sempre accel.]	Ottava:8vb	Trill:trill	diminuendo_line	HairPin:3_dimin.	HairPin:3_diminuendo	HairPin:3_dim.)	HairPin:3_dim. sempre	HairPin:3_sempre dim.	HairPin:3_(dim.)	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_crescendo	HairPin:2_poco a poco cresc.	HairPin:2_sempre cresc.	HairPin:2_poco a poco crescendo	HairPin:2_(cresc.)	HairPin:2_crescendo sempre	HairPin:2_(sempre cresc.)	HairPin:2_poco a poco accel. et cresc.
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	194			articStaccatissimoAbove
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	195			articStaccatissimoAbove
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	196			articStaccatissimoAbove
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	197			articStaccatissimoAbove
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	198			articStaccatissimoAbove
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	199			articStaccatissimoBelow
8	8	8	8a	22	22	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	200			articStaccatissimoBelow
8	8	8	8a	23	23	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	201			articStaccatissimoBelow
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	202			articStaccatissimoBelow
8	8	8	8a	22	22	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	203			articStaccatissimoBelow
8	8	8	8a	23	23	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	204			articStaccatissimoBelow
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	205			articStaccatissimoAbove
8	8	8	8a	22	22	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	206			articStaccatissimoAbove
8	8	8	8a	23	23	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	207			articStaccatissimoAbove
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	208			articStaccatissimoAbove
8	8	8	8a	22	22	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	209			articStaccatissimoAbove
8	8	8	8a	23	23	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	210			articStaccatissimoAbove
8	8	8	8a	21	21	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	211			articStaccatissimoAbove
8	8	8	8a	22	22	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	212			articStaccatissimoAbove
8	8	8	8a	23	23	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	213			articStaccatissimoAbove
9	9	9	9a	24	24	0.0	0	0	Dynamic	3/4	21	1	0					p
9	9	9	9a	24	24	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	214	X		articStaccatissimoAbove
9	9	9	9a	25	25	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	215			articStaccatissimoAbove
9	9	9	9a	26	26	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	216			articStaccatissimoAbove
9	9	9	9a	24	24	0.0	0	0	Dynamic	3/4	22	1	0					p
9	9	9	9a	24	24	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	217			articStaccatissimoBelow
9	9	9	9a	25	25	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	218			articStaccatissimoBelow
9	9	9	9a	26	26	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	219			articStaccatissimoBelow
9	9	9	9a	24	24	0.0	0	0	Dynamic	3/4	23	1	0					p
9	9	9	9a	24	24	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	220			articStaccatissimoAbove
9	9	9	9a	25	25	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	221			articStaccatissimoAbove
9	9	9	9a	26	26	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	222			articStaccatissimoAbove
9	9	9	9a	24	24	0.0	0	0	Dynamic	3/4	24	1	0					p
9	9	9	9a	24	24	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	223			articStaccatissimoAbove
9	9	9	9a	25	25	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	224			articStaccatissimoAbove
9	9	9	9a	26	26	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	225			articStaccatissimoAbove
9	9	9	9a	24	24	0.0	0	0	Dynamic	3/4	25	1	0					p
9	9	9	9a	24	24	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	226			articStaccatissimoAbove
9	9	9	9a	25	25	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	227			articStaccatissimoAbove
9	9	9	9a	26	26	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	228			articStaccatissimoAbove
10	10	10	10a	27	27	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	229			articStaccatissimoAbove
10	10	10	10a	28	28	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	230			articStaccatissimoAbove
10	10	10	10a	29	29	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	231			articStaccatissimoAbove
10	10	10	10a	27	27	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	232			articStaccatissimoBelow
10	10	10	10a	28	28	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	233			articStaccatissimoBelow
10	10	10	10a	29	29	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	234			articStaccatissimoBelow
10	10	10	10a	27	27	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	235			articStaccatissimoAbove
10	10	10	10a	28	28	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	236			articStaccatissimoAbove
10	10	10	10a	29	29	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	237			articStaccatissimoAbove
10	10	10	10a	27	27	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	238			articStaccatissimoAbove
10	10	10	10a	28	28	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	239			articStaccatissimoAbove
10	10	10	10a	29	29	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	240			articStaccatissimoAbove
10	10	10	10a	27	27	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	241			articStaccatissimoAbove
10	10	10	10a	28	28	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	242			articStaccatissimoAbove
10	10	10	10a	29	29	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	243			articStaccatissimoAbove
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	1	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	244	a							12
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	2	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	245								13
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	3	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	246								14
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	4	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	247								15
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	5	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	5	1	3/4	1/2	3/2	248								16
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	6	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	6	1	3/4	1/2	3/2	249								17
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	7	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	7	1	3/4	1/2	3/2	250								18
11	11	11	11a	30	30	0.0	0	0	Dynamic	3/4	8	1	0					mf
11	11	11	11a	30	30	3.0	0	0	Chord	3/4	8	1	3/4	1/2	3/2	251								19
11	11	11	11a	30	30	0.0	0	0	Spanner	3/4	21	1	0																													0	0
11	11	11	11a	30	30	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	252			articStaccatissimoAbove																							0	0
11	11	11	11a	31	31	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	253			articStaccatissimoAbove																							0	0
11	11	11	11a	32	32	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	254			articStaccatissimoAbove																							0	0
11	11	11	11a	30	30	0.0	0	0	Spanner	3/4	22	1	0																													1	1
11	11	11	11a	30	30	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	255			articStaccatissimoBelow																							1	1
11	11	11	11a	31	31	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	256			articStaccatissimoBelow																							1	1
11	11	11	11a	32	32	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	257			articStaccatissimoBelow																							1	1
11	11	11	11a	30	30	0.0	0	0	Spanner	3/4	23	1	0																													2	2
11	11	11	11a	30	30	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	258			articStaccatissimoAbove																							2	2
11	11	11	11a	31	31	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	259			articStaccatissimoAbove																							2	2
11	11	11	11a	32	32	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	260			articStaccatissimoAbove																							2	2
11	11	11	11a	30	30	0.0	0	0	Spanner	3/4	24	1	0																													3	3
11	11	11	11a	30	30	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	261			articStaccatissimoAbove																							3	3
11	11	11	11a	31	31	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	262			articStaccatissimoAbove																							3	3
11	11	11	11a	32	32	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	263			articStaccatissimoAbove																							3	3
11	11	11	11a	30	30	0.0	0	0	Spanner	3/4	25	1	0																													4	4
11	11	11	11a	30	30	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	264			articStaccatissimoAbove																							4	4
11	11	11	11a	31	31	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	265			articStaccatissimoAbove																							4	4
11	11	11	11a	32	32	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	266			articStaccatissimoAbove																							4	4
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	1	1	0											12																		5
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	267								12																		5
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	268								12																		5
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	269								12																		5
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	270								12																		5
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	2	1	0											13																		6
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	271								13																		6
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	272								13																		6
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	273								13																		6
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	274								13																		6
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	3	1	0											14																		7
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	275								14																		7
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	276								14																		7
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	277								14																		7
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	278								14																		7
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	4	1	0											15																		8
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	279								15																		8
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	280								15																		8
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	281								15																		8
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	282								15																		8
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	5	1	0											16																		9
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	5	1	3/8	1/4	3/2	283								16																		9
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	5	1	1/8	1/8	1	284								16																		9
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	5	1	1/8	1/8	1	285								16																		9
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	5	1	1/8	1/8	1	286								16																		9
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	6	1	0											17																		10
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	6	1	3/8	1/4	3/2	287								17																		10
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	6	1	1/8	1/8	1	288								17																		10
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	6	1	1/8	1/8	1	289								17																		10
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	6	1	1/8	1/8	1	290								17																		10
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	7	1	0											18																		11
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	7	1	3/8	1/4	3/2	291								18																		11
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	7	1	1/8	1/8	1	292								18																		11
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	293								18																		11
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	294								18																		11
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	8	1	0											19																		12
12	12	12	12a	33	33	1.5	0	0	Chord	3/4	8	1	3/8	1/4	3/2	295								19																		12
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	Chord	3/4	8	1	1/8	1/8	1	296								19																		12
12	12	12	12a	35	35	0.5	1/2	1/2	Chord	3/4	8	1	1/8	1/8	1	297								19																		12
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	Chord	3/4	8	1	1/8	1/8	1	298								19																		12
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	21	1	0
12	12	12	12a	33	33	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	299			articStaccatissimoAbove
12	12	12	12a	34	34	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	300			articStaccatissimoAbove
12	12	12	12a	35	35	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	301			articStaccatissimoAbove
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	22	1	0
12	12	12	12a	33	33	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	302			articStaccatissimoBelow
12	12	12	12a	34	34	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	303			articStaccatissimoBelow
12	12	12	12a	35	35	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	304			articStaccatissimoAbove
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	23	1	0
12	12	12	12a	33	33	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	305			articStaccatissimoAbove
12	12	12	12a	34	34	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	306			articStaccatissimoAbove
12	12	12	12a	35	35	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	307			articStaccatissimoAbove
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	24	1	0
12	12	12	12a	33	33	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	308			articStaccatissimoAbove
12	12	12	12a	34	34	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	309			articStaccatissimoAbove
12	12	12	12a	35	35	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	310			articStaccatissimoAbove
12	12	12	12a	33	33	0.0	0	0	Spanner	3/4	25	1	0
12	12	12	12a	33	33	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	311			articStaccatissimoAbove
12	12	12	12a	34	34	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	312			articStaccatissimoAbove
12	12	12	12a	35	35	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	313			articStaccatissimoAbove
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	1	1	0											12
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	314								12
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	315								12
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	2	1	0											13
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	316								13
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	317								13
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	3	1	0											14
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	318								14
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	319								14
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	4	1	0											15
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	320								15
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	321								15
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	5	1	0											16
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	322								16
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	323								16
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	6	1	0											17
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	324								17
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	325								17
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	7	1	0											18
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	326								18
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	327								18
13	13	13	13a	36	36	0.0	0	0	Spanner	3/4	8	1	0											19
13	13	13	13a	36	36	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	328								19
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	329								19
13	13	13	13a	36	36	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	330			articStaccatissimoAbove
13	13	13	13a	37	37	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	331			articStaccatissimoAbove
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	332			articStaccatissimoAbove
13	13	13	13a	36	36	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	333			articStaccatissimoAbove
13	13	13	13a	37	37	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	334			articStaccatissimoBelow
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	335			articStaccatissimoAbove
13	13	13	13a	36	36	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	336			articStaccatissimoAbove
13	13	13	13a	37	37	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	337			articStaccatissimoAbove
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	338			articStaccatissimoAbove
13	13	13	13a	36	36	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	339			articStaccatissimoAbove
13	13	13	13a	37	37	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	340			articStaccatissimoAbove
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	341			articStaccatissimoAbove
13	13	13	13a	36	36	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	342			articStaccatissimoAbove
13	13	13	13a	37	37	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	343			articStaccatissimoAbove
13	13	13	13a	38	38	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	344			articStaccatissimoAbove
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	345			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	346			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	347	a							20
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	348								20
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	349			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	350			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	351								21
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	352								21
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	353			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	354			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	355								22
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	356								22
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	357			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	358			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	359								23
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	360								23
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	361			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	362			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	5	1	1/8	1/8	1	363								24
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	5	1	1/8	1/8	1	364								24
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	365			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	366			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	6	1	1/8	1/8	1	367								25
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	6	1	1/8	1/8	1	368								25
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	369			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	370			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	371								26
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	372								26
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	373			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	374			articStaccatissimoAbove
14	14	14	14a	41	41	0.5	1/2	1/2	Chord	3/4	8	1	1/8	1/8	1	375								27
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	Chord	3/4	8	1	1/8	1/8	1	376								27
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	377			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	378			articStaccatissimoAbove
14	14	14	14a	41	41	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	379			articStaccatissimoAbove
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	380			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	381			articStaccatissimoAbove
14	14	14	14a	41	41	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	382			articStaccatissimoAbove
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	383			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	384			articStaccatissimoAbove
14	14	14	14a	41	41	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	385			articStaccatissimoAbove
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	386			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	387			articStaccatissimoAbove
14	14	14	14a	41	41	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	388			articStaccatissimoAbove
14	14	14	14a	39	39	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	389			articStaccatissimoAbove
14	14	14	14a	40	40	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	390			articStaccatissimoAbove
14	14	14	14a	41	41	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	391			articStaccatissimoAbove
15	15	15	15a	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	392			articAccentAbove					20
15	15	15	15a	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	393								20
15	15	15	15a	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	394								20
15	15	15	15a	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	395								20
15	15	15	15a	42	42	0.0	0	0	Dynamic	3/4	2	1	0					ff						21
15	15	15	15a	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	396			articAccentAbove					21
15	15	15	15a	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	397								21
15	15	15	15a	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	398								21
15	15	15	15a	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	399								21
15	15	15	15a	42	42	0.0	0	0	Dynamic	3/4	3	1	0					ff						22
15	15	15	15a	42	42	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	400			articAccentAbove					22
