mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
110	110	110	110a	218	218	1.0	0	0	2/4	12	1	1/4	1/4	1	-1	-6	66	Gb4	4	1012
110	110	110	110a	218	218	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1021
110	110	110	110a	218	218	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	1020
110	110	110	110a	218	218	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1021
110	110	110	110a	218	218	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	1020
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	1026
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		-5	49	Db3	3	1017
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		-5	49	Db3	3	1019
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-5	49	Db3	3	1024
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		-5	61	Db4	4	1015
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1007
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1009
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-1	65	F4	4	1011
110	110	110	110a	219	219	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-1	65	F4	4	1013
111	111	111	111a	220	220	1.0	0	0	2/4	25	1	1/4	1/4	1		0	36	C2	2	1050
111	111	111	111a	220	220	1.0	0	0	2/4	17	1	1/4	1/4	1		0	48	C3	3	1038
111	111	111	111a	220	220	1.0	0	0	2/4	18	1	1/4	1/4	1		0	48	C3	3	1041
111	111	111	111a	220	220	1.0	0	0	2/4	24	1	1/4	1/4	1		0	48	C3	3	1047
111	111	111	111a	220	220	1.0	0	0	2/4	16	1	1/4	1/4	1		0	60	C4	4	1035
111	111	111	111a	220	220	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	1046
111	111	111	111a	220	220	1.0	0	0	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	1027
111	111	111	111a	220	220	1.0	0	0	2/4	10	1	1/4	1/4	1		-3	63	Eb4	4	1029
111	111	111	111a	220	220	1.0	0	0	2/4	11	1	1/4	1/4	1		-3	63	Eb4	4	1031
111	111	111	111a	220	220	1.0	0	0	2/4	12	1	1/4	1/4	1		-3	63	Eb4	4	1033
111	111	111	111a	220	220	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1045
111	111	111	111a	220	220	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	1044
111	111	111	111a	220	220	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1045
111	111	111	111a	220	220	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	1044
111	111	111	111a	221	221	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		-5	37	Db2	2	1051
111	111	111	111a	221	221	0.5	1/4	1/4	2/4	17	1	1/8	1/8	1		-5	49	Db3	3	1039
111	111	111	111a	221	221	0.5	1/4	1/4	2/4	18	1	1/8	1/8	1		-5	49	Db3	3	1042
111	111	111	111a	221	221	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-5	49	Db3	3	1048
111	111	111	111a	221	221	0.5	1/4	1/4	2/4	16	1	1/8	1/8	1		-5	61	Db4	4	1036
111	111	111	111a	221	221	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-5	61	Db4	4	1028
111	111	111	111a	221	221	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-5	61	Db4	4	1030
111	111	111	111a	221	221	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-5	61	Db4	4	1032
111	111	111	111a	221	221	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-5	61	Db4	4	1034
111	111	111	111a	443/2	443/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		-3	39	Eb2	2	1052
111	111	111	111a	443/2	443/2	0.5	3/8	3/8	2/4	17	1	1/8	1/8	1		-3	51	Eb3	3	1040
111	111	111	111a	443/2	443/2	0.5	3/8	3/8	2/4	18	1	1/8	1/8	1		-3	51	Eb3	3	1043
111	111	111	111a	443/2	443/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-3	51	Eb3	3	1049
111	111	111	111a	443/2	443/2	0.5	3/8	3/8	2/4	16	1	1/8	1/8	1		-3	63	Eb4	4	1037
112	112	112	112a	222	222	1.0	0	0	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1068
112	112	112	112a	222	222	1.0	0	0	2/4	17	1	1/4	1/4	1		-1	53	F3	3	1062
112	112	112	112a	222	222	1.0	0	0	2/4	18	1	1/4	1/4	1		-1	53	F3	3	1063
112	112	112	112a	222	222	1.0	0	0	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1067
112	112	112	112a	222	222	1.0	0	0	2/4	9	1	1/4	1/4	1		0	60	C4	4	1053
112	112	112	112a	222	222	1.0	0	0	2/4	10	1	1/4	1/4	1		0	60	C4	4	1055
112	112	112	112a	222	222	1.0	0	0	2/4	11	1	1/4	1/4	1		0	60	C4	4	1057
112	112	112	112a	222	222	1.0	0	0	2/4	12	1	1/4	1/4	1		0	60	C4	4	1059
112	112	112	112a	222	222	2.0	0	0	2/4	23	1	1/2	1/2	1		0	60	C4	4	1066
112	112	112	112a	222	222	1.0	0	0	2/4	16	1	1/4	1/4	1		-1	65	F4	4	1061
112	112	112	112a	222	222	2.0	0	0	2/4	22	1	1/2	1/2	1		3	69	A4	4	1065
112	112	112	112a	222	222	2.0	0	0	2/4	21	1	1/2	1/2	1		0	72	C5	5	1064
112	112	112	112a	222	222	2.0	0	0	2/4	22	1	1/2	1/2	1		3	81	A5	5	1065
112	112	112	112a	222	222	2.0	0	0	2/4	21	1	1/2	1/2	1		0	84	C6	6	1064
112	112	112	112a	223	223	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1054
112	112	112	112a	223	223	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1056
112	112	112	112a	223	223	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-1	65	F4	4	1058
112	112	112	112a	223	223	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-1	65	F4	4	1060
113	113	113	113a	224	224	2.0	0	0	2/4	18	1	1/2	1/2	1	1	3	45	A2	2	1074
113	113	113	113a	224	224	2.0	0	0	2/4	17	1	1/2	1/2	1	1	4	52	E3	3	1073
113	113	113	113a	224	224	2.0	0	0	2/4	16	1	1/2	1/2	1	1	7	61	C#4	4	1072
113	113	113	113a	224	224	2.0	0	0	2/4	15	1	1/2	1/2	1	1	4	64	E4	4	1071
113	113	113	113a	224	224	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1077
113	113	113	113a	224	224	2.0	0	0	2/4	14	1	1/2	1/2	1	1	7	73	C#5	5	1070
113	113	113	113a	224	224	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1076
113	113	113	113a	224	224	2.0	0	0	2/4	13	1	1/2	1/2	1	1	4	76	E5	5	1069
113	113	113	113a	224	224	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1075
113	113	113	113a	224	224	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1076
113	113	113	113a	224	224	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1075
114	114	114	114a	226	226	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	3	45	A2	2	1085
114	114	114	114a	226	226	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	4	52	E3	3	1083
114	114	114	114a	226	226	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	7	61	C#4	4	1081
114	114	114	114a	226	226	2.0	0	0	2/4	15	1	1/2	1/2	1	0	4	64	E4	4	1080
114	114	114	114a	226	226	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1089
114	114	114	114a	226	226	2.0	0	0	2/4	14	1	1/2	1/2	1	0	7	73	C#5	5	1079
114	114	114	114a	226	226	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1088
114	114	114	114a	226	226	2.0	0	0	2/4	13	1	1/2	1/2	1	0	4	76	E5	5	1078
114	114	114	114a	226	226	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1087
114	114	114	114a	226	226	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1088
114	114	114	114a	226	226	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1087
114	114	114	114a	227	227	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1	1	3	45	A2	2	1091
114	114	114	114a	227	227	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1	1	3	57	A3	3	1084
114	114	114	114a	227	227	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1	1	3	57	A3	3	1086
114	114	114	114a	227	227	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	3	57	A3	3	1090
114	114	114	114a	227	227	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1	1	3	69	A4	4	1082
115	115	115	115a	228	228	1.0	0	0	2/4	25	1	1/4	1/4	1	-1	3	45	A2	2	1110
115	115	115	115a	228	228	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	3	57	A3	3	1101
115	115	115	115a	228	228	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	3	57	A3	3	1103
115	115	115	115a	228	228	1.0	0	0	2/4	24	1	1/4	1/4	1	-1	3	57	A3	3	1108
115	115	115	115a	228	228	1.0	0	0	2/4	15	1	1/4	1/4	1	-1	4	64	E4	4	1098
115	115	115	115a	228	228	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1107
115	115	115	115a	228	228	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	3	69	A4	4	1099
115	115	115	115a	228	228	1.0	0	0	2/4	14	1	1/4	1/4	1	-1	7	73	C#5	5	1097
115	115	115	115a	228	228	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1106
115	115	115	115a	228	228	1.0	0	0	2/4	13	1	1/4	1/4	1	-1	4	76	E5	5	1096
115	115	115	115a	228	228	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1105
115	115	115	115a	228	228	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1106
115	115	115	115a	228	228	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1105
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		8	44	G#2	2	1111
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		8	56	G#3	3	1102
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		8	56	G#3	3	1104
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		8	56	G#3	3	1109
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		8	68	G#4	4	1100
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1	1	3	69	A4	4	1092
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1	1	3	69	A4	4	1093
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1	1	3	69	A4	4	1094
115	115	115	115a	229	229	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1	1	3	69	A4	4	1095
116	116	116	116a	230	230	1.0	0	0	2/4	25	1	1/4	1/4	1		6	42	F#2	2	1131
116	116	116	116a	230	230	1.0	0	0	2/4	17	1	1/4	1/4	1		6	54	F#3	3	1122
116	116	116	116a	230	230	1.0	0	0	2/4	18	1	1/4	1/4	1		6	54	F#3	3	1124
116	116	116	116a	230	230	1.0	0	0	2/4	24	1	1/4	1/4	1		6	54	F#3	3	1129
116	116	116	116a	230	230	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1128
116	116	116	116a	230	230	1.0	0	0	2/4	16	1	1/4	1/4	1		6	66	F#4	4	1120
116	116	116	116a	230	230	1.0	0	0	2/4	9	1	1/4	1/4	1	-1	3	69	A4	4	1112
116	116	116	116a	230	230	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	3	69	A4	4	1114
116	116	116	116a	230	230	1.0	0	0	2/4	11	1	1/4	1/4	1	-1	3	69	A4	4	1116
116	116	116	116a	230	230	1.0	0	0	2/4	12	1	1/4	1/4	1	-1	3	69	A4	4	1118
116	116	116	116a	230	230	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1127
116	116	116	116a	230	230	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1126
116	116	116	116a	230	230	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1127
116	116	116	116a	230	230	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1126
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		4	40	E2	2	1132
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		4	52	E3	3	1123
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		4	52	E3	3	1125
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		4	52	E3	3	1130
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		4	64	E4	4	1121
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		8	68	G#4	4	1113
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		8	68	G#4	4	1115
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		8	68	G#4	4	1117
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		8	68	G#4	4	1119
117	117	117	117a	232	232	1.0	0	0	2/4	25	1	1/4	1/4	1		9	39	D#2	2	1156
117	117	117	117a	232	232	1.0	0	0	2/4	17	1	1/4	1/4	1		9	51	D#3	3	1144
117	117	117	117a	232	232	1.0	0	0	2/4	18	1	1/4	1/4	1		9	51	D#3	3	1147
117	117	117	117a	232	232	1.0	0	0	2/4	24	1	1/4	1/4	1		9	51	D#3	3	1153
117	117	117	117a	232	232	1.0	0	0	2/4	16	1	1/4	1/4	1		9	63	D#4	4	1141
117	117	117	117a	232	232	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1152
117	117	117	117a	232	232	1.0	0	0	2/4	9	1	1/4	1/4	1		6	66	F#4	4	1133
117	117	117	117a	232	232	1.0	0	0	2/4	10	1	1/4	1/4	1		6	66	F#4	4	1135
117	117	117	117a	232	232	1.0	0	0	2/4	11	1	1/4	1/4	1		6	66	F#4	4	1137
117	117	117	117a	232	232	1.0	0	0	2/4	12	1	1/4	1/4	1		6	66	F#4	4	1139
117	117	117	117a	232	232	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1151
117	117	117	117a	232	232	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1150
117	117	117	117a	232	232	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1151
117	117	117	117a	232	232	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1150
117	117	117	117a	233	233	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		4	40	E2	2	1157
117	117	117	117a	233	233	0.5	1/4	1/4	2/4	17	1	1/8	1/8	1		4	52	E3	3	1145
117	117	117	117a	233	233	0.5	1/4	1/4	2/4	18	1	1/8	1/8	1		4	52	E3	3	1148
117	117	117	117a	233	233	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		4	52	E3	3	1154
117	117	117	117a	233	233	0.5	1/4	1/4	2/4	16	1	1/8	1/8	1		4	64	E4	4	1142
117	117	117	117a	233	233	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		4	64	E4	4	1134
117	117	117	117a	233	233	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		4	64	E4	4	1136
117	117	117	117a	233	233	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		4	64	E4	4	1138
117	117	117	117a	233	233	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		4	64	E4	4	1140
117	117	117	117a	467/2	467/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		6	42	F#2	2	1158
117	117	117	117a	467/2	467/2	0.5	3/8	3/8	2/4	17	1	1/8	1/8	1		6	54	F#3	3	1146
117	117	117	117a	467/2	467/2	0.5	3/8	3/8	2/4	18	1	1/8	1/8	1		6	54	F#3	3	1149
117	117	117	117a	467/2	467/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		6	54	F#3	3	1155
117	117	117	117a	467/2	467/2	0.5	3/8	3/8	2/4	16	1	1/8	1/8	1		6	66	F#4	4	1143
118	118	118	118a	234	234	1.0	0	0	2/4	25	1	1/4	1/4	1		8	44	G#2	2	1174
118	118	118	118a	234	234	1.0	0	0	2/4	17	1	1/4	1/4	1		8	56	G#3	3	1168
118	118	118	118a	234	234	1.0	0	0	2/4	18	1	1/4	1/4	1		8	56	G#3	3	1169
118	118	118	118a	234	234	1.0	0	0	2/4	24	1	1/4	1/4	1		8	56	G#3	3	1173
118	118	118	118a	234	234	1.0	0	0	2/4	9	1	1/4	1/4	1		9	63	D#4	4	1159
118	118	118	118a	234	234	1.0	0	0	2/4	10	1	1/4	1/4	1		9	63	D#4	4	1161
118	118	118	118a	234	234	1.0	0	0	2/4	11	1	1/4	1/4	1		9	63	D#4	4	1163
118	118	118	118a	234	234	1.0	0	0	2/4	12	1	1/4	1/4	1		9	63	D#4	4	1165
118	118	118	118a	234	234	2.0	0	0	2/4	23	1	1/2	1/2	1		9	63	D#4	4	1172
118	118	118	118a	234	234	1.0	0	0	2/4	16	1	1/4	1/4	1		8	68	G#4	4	1167
118	118	118	118a	234	234	2.0	0	0	2/4	22	1	1/2	1/2	1		12	72	B#4	4	1171
118	118	118	118a	234	234	2.0	0	0	2/4	21	1	1/2	1/2	1		9	75	D#5	5	1170
118	118	118	118a	234	234	2.0	0	0	2/4	22	1	1/2	1/2	1		12	84	B#5	5	1171
118	118	118	118a	234	234	2.0	0	0	2/4	21	1	1/2	1/2	1		9	87	D#6	6	1170
118	118	118	118a	235	235	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		8	68	G#4	4	1160
118	118	118	118a	235	235	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		8	68	G#4	4	1162
118	118	118	118a	235	235	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		8	68	G#4	4	1164
118	118	118	118a	235	235	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		8	68	G#4	4	1166
119	119	119	119a	236	236	1.0	0	0	2/4	25	1	1/4	1/4	1		9	39	D#2	2	1181
119	119	119	119a	236	236	1.0	0	0	2/4	24	1	1/4	1/4	1		9	51	D#3	3	1178
119	119	119	119a	236	236	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1177
119	119	119	119a	236	236	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1176
119	119	119	119a	236	236	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1175
119	119	119	119a	236	236	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1176
119	119	119	119a	236	236	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1175
119	119	119	119a	237	237	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		4	40	E2	2	1182
119	119	119	119a	237	237	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		4	52	E3	3	1179
119	119	119	119a	475/2	475/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		6	42	F#2	2	1183
119	119	119	119a	475/2	475/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		6	54	F#3	3	1180
120	120	120	120a	238	238	1.0	0	0	2/4	25	1	1/4	1/4	1		8	44	G#2	2	1192
120	120	120	120a	238	238	1.0	0	0	2/4	24	1	1/4	1/4	1		8	56	G#3	3	1191
120	120	120	120a	238	238	1.0	0	0	2/4	9	1	1/4	1/4	1		9	63	D#4	4	1184
120	120	120	120a	238	238	1.0	0	0	2/4	10	1	1/4	1/4	1		9	63	D#4	4	1186
120	120	120	120a	238	238	2.0	0	0	2/4	23	1	1/2	1/2	1		9	63	D#4	4	1190
120	120	120	120a	238	238	2.0	0	0	2/4	22	1	1/2	1/2	1		12	72	B#4	4	1189
120	120	120	120a	238	238	2.0	0	0	2/4	21	1	1/2	1/2	1		9	75	D#5	5	1188
120	120	120	120a	238	238	2.0	0	0	2/4	22	1	1/2	1/2	1		12	84	B#5	5	1189
120	120	120	120a	238	238	2.0	0	0	2/4	21	1	1/2	1/2	1		9	87	D#6	6	1188
120	120	120	120a	239	239	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		8	68	G#4	4	1185
120	120	120	120a	239	239	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		8	68	G#4	4	1187
121	121	121	121a	240	240	1.0	0	0	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1198
121	121	121	121a	240	240	1.0	0	0	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1195
121	121	121	121a	240	240	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	75	Eb5	5	1194
121	121	121	121a	240	240	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	78	Gb5	5	1193
121	121	121	121a	240	240	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	87	Eb6	6	1194
121	121	121	121a	240	240	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	90	Gb6	6	1193
121	121	121	121a	241	241	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		-6	42	Gb2	2	1199
121	121	121	121a	241	241	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	1196
121	121	121	121a	483/2	483/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		-4	44	Ab2	2	1200
121	121	121	121a	483/2	483/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-4	56	Ab3	3	1197
122	122	122	122a	242	242	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	46	Bb2	2	1208
122	122	122	122a	242	242	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	58	Bb3	3	1207
122	122	122	122a	242	242	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1201
122	122	122	122a	242	242	1.0	0	0	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1203
122	122	122	122a	242	242	2.0	0	0	2/4	22	1	1/2	1/2	1		2	74	D5	5	1206
122	122	122	122a	242	242	2.0	0	0	2/4	21	1	1/2	1/2	1		-1	77	F5	5	1205
122	122	122	122a	242	242	2.0	0	0	2/4	22	1	1/2	1/2	1		2	86	D6	6	1206
122	122	122	122a	242	242	2.0	0	0	2/4	21	1	1/2	1/2	1		-1	89	F6	6	1205
122	122	122	122a	243	243	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-2	70	Bb4	4	1202
122	122	122	122a	243	243	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-2	70	Bb4	4	1204
123	123	123	123a	244	244	1.0	0	0	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1214
123	123	123	123a	244	244	1.0	0	0	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1211
123	123	123	123a	244	244	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	75	Eb5	5	1210
123	123	123	123a	244	244	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	78	Gb5	5	1209
123	123	123	123a	244	244	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	87	Eb6	6	1210
123	123	123	123a	244	244	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	90	Gb6	6	1209
123	123	123	123a	245	245	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		-6	42	Gb2	2	1215
123	123	123	123a	245	245	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	1212
123	123	123	123a	491/2	491/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		-4	44	Ab2	2	1216
123	123	123	123a	491/2	491/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-4	56	Ab3	3	1213
124	124	124	124a	246	246	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	46	Bb2	2	1224
124	124	124	124a	246	246	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	58	Bb3	3	1223
124	124	124	124a	246	246	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1217
124	124	124	124a	246	246	1.0	0	0	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1219
124	124	124	124a	246	246	1.0	0	0	2/4	22	1	1/4	1/4	1		2	74	D5	5	1222
124	124	124	124a	246	246	1.0	0	0	2/4	21	1	1/4	1/4	1		-1	77	F5	5	1221
124	124	124	124a	246	246	1.0	0	0	2/4	22	1	1/4	1/4	1		2	86	D6	6	1222
124	124	124	124a	246	246	1.0	0	0	2/4	21	1	1/4	1/4	1		-1	89	F6	6	1221
124	124	124	124a	247	247	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-2	70	Bb4	4	1218
124	124	124	124a	247	247	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-2	70	Bb4	4	1220
126	126	126	126a	250	250	1.0	0	0	2/4	3	1	1/4	1/4	1		-1	65	F4	4	1229
126	126	126	126a	250	250	1.0	0	0	2/4	4	1	1/4	1/4	1		-1	65	F4	4	1231
126	126	126	126a	250	250	1.0	0	0	2/4	6	1	1/4	1/4	1		0	72	C5	5	1234
126	126	126	126a	250	250	2.0	0	0	2/4	5	1	1/2	1/2	1		3	81	A5	5	1233
126	126	126	126a	250	250	0.5	0	0	2/4	1	1	1/8	1/8	1		-1	89	F6	6	1225
126	126	126	126a	501/2	501/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	1226
126	126	126	126a	251	251	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1		6	66	F#4	4	1230
126	126	126	126a	251	251	1.0	1/4	1/4	2/4	4	1	1/4	1/4	1		6	66	F#4	4	1232
126	126	126	126a	251	251	1.0	1/4	1/4	2/4	6	1	1/4	1/4	1		-3	75	Eb5	5	1235
126	126	126	126a	251	251	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		2	86	D6	6	1227
126	126	126	126a	503/2	503/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		0	84	C6	6	1228
127	127	127	127a	252	252	1.0	0	0	2/4	3	1	1/4	1/4	1		1	67	G4	4	1239
127	127	127	127a	252	252	1.0	0	0	2/4	4	1	1/4	1/4	1		1	67	G4	4	1241
127	127	127	127a	252	252	1.0	0	0	2/4	6	1	1/4	1/4	1		2	74	D5	5	1245
127	127	127	127a	252	252	1.0	0	0	2/4	5	1	1/4	1/4	1		1	79	G5	5	1243
127	127	127	127a	252	252	1.0	0	0	2/4	1	1	1/4	1/4	1		-2	82	Bb5	5	1236
