mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
204	204	814	814	1.0	1/2	1/2	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
204	204	815	815	0.5	3/4	3/4	4/4	2	1	V43/iii		C	I		V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
204	204	1631/2	1631/2	0.5	7/8	7/8	4/4	2	1	#viio65/iii		C	I		#viio65/iii	#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
205	205	816	816	1.0	0	0	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
205	205	817	817	0.5	1/4	1/4	4/4	2	1	#viio7(4)/vi		C	I		#viio7(4)/vi	#vii	o	7	4	vi			o7	0	0	8, 0, 2, -1		8	8
205	205	1635/2	1635/2	0.5	3/8	3/8	4/4	2	1	#viio7/vi		C	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
205	205	818	818	0.5	1/2	1/2	4/4	2	1	viio65(6)/V		C	I		viio65(6)/V	vii	o	65	6	V			o7	0	0	3, 2, -3, 6		6	3
205	205	1637/2	1637/2	0.5	5/8	5/8	4/4	2	1	viio65/V		C	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
205	205	819	819	0.5	3/4	3/4	4/4	2	1	#viio2/vi		C	I		#viio2/vi	#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
205	205	1639/2	1639/2	0.5	7/8	7/8	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
206	206	820	820	1.0	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
206	206	821	821	1.0	1/4	1/4	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
206	206	822	822	0.5	1/2	1/2	4/4	2	1	ii7(11#4)		C	I		ii7(11#4)	ii		7	11#4				mm7	0	0	2, -1, 8, 0	1	2	2
206	206	1645/2	1645/2	0.5	5/8	5/8	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
206	206	823	823	1.0	3/4	3/4	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
207	207	824	824	1.0	0	0	4/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
207	207	825	825	1.0	1/4	1/4	4/4	2	1	V(#7#5)		C	I		V(#7#5)	V			#7#5				M	0	0	1, 5, 9	6	1	1
207	207	826	826	0.5	1/2	1/2	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
207	207	1653/2	1653/2	0.5	5/8	5/8	4/4	2	1	vii%2		C	I		vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
207	207	827	827	0.5	3/4	3/4	4/4	2	1	V(9)/ii		C	I		V(9)/ii	V			9	ii			M	0	0	3, 7, 4	-2	3	3
207	207	1655/2	1655/2	0.5	7/8	7/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
208	208	828	828	4.0	0	0	4/4	2	1	V7(94)		C	I		V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
209	209	832	832	2.0	0	0	4/4	2	1	V7(9)		C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
209	209	834	834	2.0	1/2	1/2	4/4	2	1	V7(119)		C	I		V7(119)	V		7	119				Mm7	0	0	1, 5, 2, -1	0, 3	1	1
210	210	836	836	3.0	0	0	4/4	2	1	V7(9)		C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
210	210	839	839	1.0	3/4	3/4	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
211	211	840	840	6.0	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
212	212	846	846	2.0	1/2	1/2	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
213	213	848	848	1.0	0	0	4/4	2	1	V2(6)/ii		C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1
213	213	849	849	1.0	1/4	1/4	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
213	213	850	850	1.0	1/2	1/2	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
213	213	851	851	1.0	3/4	3/4	4/4	2	1	V43		C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
214	214	852	852	1.0	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
214	214	853	853	2.0	1/4	1/4	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
214	214	855	855	0.5	3/4	3/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
214	214	1711/2	1711/2	0.5	7/8	7/8	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
215	215	856	856	1.0	0	0	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
215	215	857	857	2.0	1/4	1/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
215	215	859	859	0.5	3/4	3/4	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
215	215	1719/2	1719/2	0.5	7/8	7/8	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
216	216	860	860	1.0	0	0	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
216	216	861	861	2.0	1/4	1/4	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
216	216	863	863	0.5	3/4	3/4	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
216	216	1727/2	1727/2	0.5	7/8	7/8	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
217	217	864	864	0.5	0	0	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
217	217	1729/2	1729/2	0.5	1/8	1/8	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
217	217	865	865	0.5	1/4	1/4	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
217	217	1731/2	1731/2	0.5	3/8	3/8	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
217	217	866	866	2.0	1/2	1/2	4/4	2	1	ii65		C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
218	218	868	868	1.5	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
218	218	1739/2	1739/2	2.0	3/8	3/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
218	218	1743/2	1743/2	2.0	7/8	7/8	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
219	219	1747/2	1747/2	2.0	3/8	3/8	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
219	219	1751/2	1751/2	2.0	7/8	7/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
220	220	1755/2	1755/2	2.0	3/8	3/8	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
220	220	1759/2	1759/2	8.5	7/8	7/8	4/4	2	1	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
