mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
872	872	6883/2	6883/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	12158										268		
872	872	3442	3442	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	12159										268		
872	872	6885/2	6885/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	12160										268		
872	872	3443	3443	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	12161										268		
872	872	6887/2	6887/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	12162										268		
873	873	3444	3444	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""8.185""/><i>più </i>"							266		
873	873	3444	3444	0.0	0	0	Dynamic	2/2	1	1	0						f									266		
873	873	3444	3444	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	12163										266		
873	873	13777/4	13777/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	12164										266		
873	873	6889/2	6889/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	12165										266		
873	873	13779/4	13779/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	12166										266		
873	873	3445	3445	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	12167										266		
873	873	13781/4	13781/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	12168										266		
873	873	6891/2	6891/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	12169										266		
873	873	13783/4	13783/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	12170										266		
873	873	3446	3446	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	12171										266		
873	873	13785/4	13785/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	12172										266		
873	873	6893/2	6893/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	12173										266		
873	873	13787/4	13787/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	12174										266		
873	873	3447	3447	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	12175										266		
873	873	13789/4	13789/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	12176										266		
873	873	6895/2	6895/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	12177										266		
873	873	13791/4	13791/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	12178										266		
873	873	3444	3444	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	12179										268		
873	873	6889/2	6889/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	12180										268		
873	873	3445	3445	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	12181										268		
873	873	6891/2	6891/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	12182										268		
873	873	3446	3446	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	12183										268		
873	873	6893/2	6893/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	12184										268		
